invoice_number,admission_number,fee_type,amount,due_date,invoice_date,academic_year
INV/2023-24/006863,STU0388,Exam Fee,500,16-04-2023,01-04-2023,2023-24
INV/2023-24/004022,STU0231,Tuition Fee,3000,11-05-2023,01-05-2023,2023-24
INV/2023-24/006632,STU0376,Tuition Fee,4000,11-05-2023,01-05-2023,2023-24
INV/2023-24/005172,STU0294,Exam Fee,375,13-10-2023,28-09-2023,2023-24
INV/2024-25/011690,STU0141,Tuition Fee,3000,06-01-2025,27-12-2024,2024-25
INV/2024-25/013617,STU0248,Tuition Fee,3000,05-02-2025,26-01-2025,2024-25
INV/2023-24/005944,STU0337,Sports Fee,1500,16-04-2023,01-04-2023,2023-24
INV/2023-24/002785,STU0162,Tuition Fee,3000,08-10-2023,28-09-2023,2023-24
INV/2023-24/005678,STU0323,Tuition Fee,4000,11-05-2023,01-05-2023,2023-24
INV/2025-26/020709,STU0164,Library Fee,500,16-04-2025,01-04-2025,2025-26
INV/2024-25/015250,STU0339,Tuition Fee,4000,08-09-2024,29-08-2024,2024-25
INV/2023-24/008999,STU0507,Tuition Fee,4000,05-02-2024,26-01-2024,2023-24
INV/2023-24/002714,STU0158,Tuition Fee,3000,07-11-2023,28-10-2023,2023-24
INV/2025-26/023805,STU0336,Library Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2025-26/022556,STU0267,Tuition Fee,4000,07-11-2025,28-10-2025,2025-26
INV/2024-25/010178,STU0056,Tuition Fee,2000,10-06-2024,31-05-2024,2024-25
INV/2023-24/000445,STU0027,Tuition Fee,2000,10-06-2023,31-05-2023,2023-24
INV/2025-26/023255,STU0306,Tuition Fee,4000,09-08-2025,30-07-2025,2025-26
INV/2024-25/010895,STU0097,Tuition Fee,3000,08-10-2024,28-09-2024,2024-25
INV/2024-25/012084,STU0163,Tuition Fee,3000,07-11-2024,28-10-2024,2024-25
INV/2023-24/003312,STU0191,Tuition Fee,3000,06-03-2024,25-02-2024,2023-24
INV/2024-25/014224,STU0282,Tuition Fee,4000,08-09-2024,29-08-2024,2024-25
INV/2025-26/021915,STU0231,Library Fee,500,16-04-2025,01-04-2025,2025-26
INV/2025-26/025340,STU0422,Tuition Fee,4000,11-05-2025,01-05-2025,2025-26
INV/2023-24/004217,STU0241,Exam Fee,375,16-04-2023,01-04-2023,2023-24
INV/2025-26/024464,STU0373,Tuition Fee,4000,07-11-2025,28-10-2025,2025-26
INV/2025-26/019825,STU0115,Annual Fee,6000,16-04-2025,01-04-2025,2025-26
INV/2024-25/015347,STU0344,Annual Fee,8000,16-04-2024,01-04-2024,2024-25
INV/2024-25/015309,STU0342,Tuition Fee,4000,05-02-2025,26-01-2025,2024-25
INV/2023-24/004969,STU0283,Annual Fee,6000,16-04-2023,01-04-2023,2023-24
INV/2025-26/020083,STU0130,Tuition Fee,3000,11-04-2025,01-04-2025,2025-26
INV/2023-24/002255,STU0132,Exam Fee,375,16-04-2023,01-04-2023,2023-24
INV/2024-25/013263,STU0228,Exam Fee,375,16-04-2024,01-04-2024,2024-25
INV/2023-24/004054,STU0232,Sports Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2025-26/022051,STU0239,Tuition Fee,3000,08-10-2025,28-09-2025,2025-26
INV/2025-26/024978,STU0401,Exam Fee,500,13-10-2025,28-09-2025,2025-26
INV/2025-26/024975,STU0401,Library Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2024-25/013788,STU0258,Tuition Fee,3000,11-05-2024,01-05-2024,2024-25
INV/2025-26/019280,STU0085,Tuition Fee,3000,07-11-2025,28-10-2025,2025-26
INV/2023-24/007221,STU0408,Library Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2023-24/009140,STU0515,Tuition Fee,4000,07-11-2023,28-10-2023,2023-24
INV/2025-26/018856,STU0061,Sports Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2024-25/013693,STU0252,Library Fee,500,16-04-2024,01-04-2024,2024-25
INV/2023-24/002859,STU0166,Tuition Fee,3000,07-12-2023,27-11-2023,2023-24
INV/2024-25/015099,STU0330,Exam Fee,500,16-04-2024,01-04-2024,2024-25
INV/2024-25/010113,STU0052,Tuition Fee,2000,08-09-2024,29-08-2024,2024-25
INV/2024-25/012976,STU0212,Exam Fee,375,13-10-2024,28-09-2024,2024-25
INV/2023-24/008264,STU0466,Lab Fee,2000,16-04-2023,01-04-2023,2023-24
INV/2025-26/017943,STU0009,Tuition Fee,2000,08-10-2025,28-09-2025,2025-26
INV/2024-25/014793,STU0313,Exam Fee,500,16-04-2024,01-04-2024,2024-25
INV/2025-26/020502,STU0153,Tuition Fee,3000,08-09-2025,29-08-2025,2025-26
INV/2025-26/023395,STU0314,Tuition Fee,4000,11-04-2025,01-04-2025,2025-26
INV/2024-25/016501,STU0408,Library Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2023-24/006115,STU0347,Tuition Fee,4000,08-10-2023,28-09-2023,2023-24
INV/2023-24/001846,STU0109,Tuition Fee,2000,06-01-2024,27-12-2023,2023-24
INV/2024-25/015485,STU0352,Tuition Fee,4000,08-10-2024,28-09-2024,2024-25
INV/2025-26/021608,STU0214,Lab Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2025-26/019208,STU0081,Tuition Fee,3000,07-11-2025,28-10-2025,2025-26
INV/2024-25/010848,STU0094,Lab Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2025-26/023847,STU0339,Tuition Fee,4000,10-06-2025,31-05-2025,2025-26
INV/2025-26/023197,STU0303,Tuition Fee,4000,11-04-2025,01-04-2025,2025-26
INV/2023-24/004897,STU0279,Annual Fee,6000,16-04-2023,01-04-2023,2023-24
INV/2023-24/001952,STU0115,Library Fee,500,16-04-2023,01-04-2023,2023-24
INV/2024-25/016338,STU0399,Lab Fee,2000,16-04-2024,01-04-2024,2024-25
INV/2024-25/011089,STU0108,Tuition Fee,3000,10-06-2024,31-05-2024,2024-25
INV/2024-25/015481,STU0352,Tuition Fee,4000,10-06-2024,31-05-2024,2024-25
INV/2023-24/000613,STU0037,Tuition Fee,2000,11-04-2023,01-04-2023,2023-24
INV/2023-24/008712,STU0491,Tuition Fee,4000,06-03-2024,25-02-2024,2023-24
INV/2025-26/020606,STU0159,Tuition Fee,3000,11-05-2025,01-05-2025,2025-26
INV/2025-26/025466,STU0429,Tuition Fee,4000,11-05-2025,01-05-2025,2025-26
INV/2024-25/012594,STU0191,Lab Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2023-24/009013,STU0508,Tuition Fee,4000,08-10-2023,28-09-2023,2023-24
INV/2024-25/017445,STU0461,Tuition Fee,4000,09-08-2024,30-07-2024,2024-25
INV/2025-26/022187,STU0246,Exam Fee,500,16-04-2025,01-04-2025,2025-26
INV/2023-24/006620,STU0375,Tuition Fee,4000,07-11-2023,28-10-2023,2023-24
INV/2025-26/021969,STU0234,Library Fee,500,16-04-2025,01-04-2025,2025-26
INV/2024-25/015137,STU0333,Tuition Fee,4000,11-04-2024,01-04-2024,2024-25
INV/2023-24/002634,STU0153,Exam Fee,375,13-10-2023,28-09-2023,2023-24
INV/2024-25/010422,STU0070,Tuition Fee,2000,07-12-2024,27-11-2024,2024-25
INV/2023-24/006889,STU0390,Tuition Fee,4000,08-10-2023,28-09-2023,2023-24
INV/2025-26/024833,STU0393,Exam Fee,500,16-04-2025,01-04-2025,2025-26
INV/2023-24/001984,STU0117,Tuition Fee,2000,06-03-2024,25-02-2024,2023-24
INV/2023-24/006313,STU0358,Tuition Fee,4000,08-10-2023,28-09-2023,2023-24
INV/2024-25/015950,STU0378,Tuition Fee,4000,10-07-2024,30-06-2024,2024-25
INV/2024-25/013691,STU0252,Annual Fee,6000,16-04-2024,01-04-2024,2024-25
INV/2023-24/006235,STU0354,Tuition Fee,4000,11-04-2023,01-04-2023,2023-24
INV/2025-26/022265,STU0251,Tuition Fee,4000,09-08-2025,30-07-2025,2025-26
INV/2023-24/003677,STU0211,Exam Fee,375,16-04-2023,01-04-2023,2023-24
INV/2024-25/015957,STU0378,Tuition Fee,4000,05-02-2025,26-01-2025,2024-25
INV/2023-24/009105,STU0513,Tuition Fee,4000,07-12-2023,27-11-2023,2023-24
INV/2024-25/016567,STU0412,Tuition Fee,4000,07-12-2024,27-11-2024,2024-25
INV/2023-24/003429,STU0198,Tuition Fee,3000,10-06-2023,31-05-2023,2023-24
INV/2025-26/023513,STU0320,Tuition Fee,4000,05-02-2026,26-01-2026,2025-26
INV/2024-25/013377,STU0235,Tuition Fee,3000,09-08-2024,30-07-2024,2024-25
INV/2024-25/015023,STU0326,Annual Fee,8000,16-04-2024,01-04-2024,2024-25
INV/2023-24/008275,STU0467,Tuition Fee,4000,08-10-2023,28-09-2023,2023-24
INV/2023-24/007399,STU0418,Annual Fee,8000,16-04-2023,01-04-2023,2023-24
INV/2023-24/003387,STU0195,Library Fee,500,16-04-2023,01-04-2023,2023-24
INV/2023-24/004778,STU0273,Tuition Fee,3000,11-05-2023,01-05-2023,2023-24
INV/2023-24/003970,STU0228,Tuition Fee,3000,10-07-2023,30-06-2023,2023-24
INV/2025-26/024119,STU0354,Tuition Fee,4000,09-08-2025,30-07-2025,2025-26
INV/2024-25/017738,STU0477,Tuition Fee,4000,06-01-2025,27-12-2024,2024-25
INV/2023-24/005907,STU0335,Library Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2024-25/015063,STU0328,Exam Fee,500,16-04-2024,01-04-2024,2024-25
INV/2023-24/004982,STU0284,Tuition Fee,3000,07-11-2023,28-10-2023,2023-24
INV/2024-25/011444,STU0127,Sports Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2025-26/018495,STU0041,Library Fee,500,16-04-2025,01-04-2025,2025-26
INV/2024-25/013708,STU0253,Tuition Fee,3000,07-03-2025,25-02-2025,2024-25
INV/2024-25/014896,STU0319,Tuition Fee,4000,07-03-2025,25-02-2025,2024-25
INV/2023-24/007299,STU0413,Tuition Fee,4000,10-06-2023,31-05-2023,2023-24
INV/2024-25/009725,STU0029,Tuition Fee,2000,07-12-2024,27-11-2024,2024-25
INV/2025-26/021785,STU0224,Tuition Fee,3000,05-02-2026,26-01-2026,2025-26
INV/2024-25/016314,STU0398,Tuition Fee,4000,07-11-2024,28-10-2024,2024-25
INV/2024-25/010397,STU0069,Tuition Fee,2000,11-04-2024,01-04-2024,2024-25
INV/2023-24/006251,STU0354,Exam Fee,500,16-04-2023,01-04-2023,2023-24
INV/2025-26/021143,STU0188,Exam Fee,375,16-04-2025,01-04-2025,2025-26
INV/2023-24/003428,STU0198,Tuition Fee,3000,11-05-2023,01-05-2023,2023-24
INV/2024-25/015699,STU0364,Tuition Fee,4000,09-08-2024,30-07-2024,2024-25
INV/2025-26/018415,STU0037,Tuition Fee,2000,10-06-2025,31-05-2025,2025-26
INV/2024-25/009633,STU0024,Tuition Fee,2000,11-05-2024,01-05-2024,2024-25
INV/2025-26/022834,STU0282,Sports Fee,1500,16-04-2025,01-04-2025,2025-26
INV/2023-24/002676,STU0156,Tuition Fee,3000,08-09-2023,29-08-2023,2023-24
INV/2024-25/013930,STU0265,Exam Fee,375,13-10-2024,28-09-2024,2024-25
INV/2025-26/021408,STU0203,Tuition Fee,3000,07-03-2026,25-02-2026,2025-26
INV/2023-24/008194,STU0462,Sports Fee,1500,16-04-2023,01-04-2023,2023-24
INV/2024-25/015116,STU0331,Sports Fee,1500,16-04-2024,01-04-2024,2024-25
INV/2025-26/023952,STU0344,Exam Fee,500,13-10-2025,28-09-2025,2025-26
INV/2024-25/011090,STU0108,Tuition Fee,3000,10-07-2024,30-06-2024,2024-25
INV/2025-26/024166,STU0356,Sports Fee,1500,16-04-2025,01-04-2025,2025-26
INV/2024-25/012329,STU0177,Tuition Fee,3000,11-04-2024,01-04-2024,2024-25
INV/2023-24/000763,STU0045,Sports Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2025-26/019888,STU0119,Tuition Fee,3000,10-07-2025,30-06-2025,2025-26
INV/2023-24/003546,STU0204,Tuition Fee,3000,06-03-2024,25-02-2024,2023-24
INV/2024-25/010829,STU0093,Annual Fee,6000,16-04-2024,01-04-2024,2024-25
INV/2024-25/015345,STU0344,Tuition Fee,4000,05-02-2025,26-01-2025,2024-25
INV/2025-26/023893,STU0341,Annual Fee,8000,16-04-2025,01-04-2025,2025-26
INV/2025-26/022583,STU0268,Exam Fee,500,16-04-2025,01-04-2025,2025-26
INV/2024-25/012045,STU0161,Tuition Fee,3000,09-08-2024,30-07-2024,2024-25
INV/2023-24/009062,STU0511,Tuition Fee,4000,11-05-2023,01-05-2023,2023-24
INV/2023-24/003427,STU0198,Tuition Fee,3000,11-04-2023,01-04-2023,2023-24
INV/2024-25/012236,STU0171,Sports Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2024-25/014885,STU0319,Tuition Fee,4000,11-04-2024,01-04-2024,2024-25
INV/2025-26/020139,STU0133,Tuition Fee,3000,10-06-2025,31-05-2025,2025-26
INV/2024-25/014056,STU0272,Exam Fee,375,13-10-2024,28-09-2024,2024-25
INV/2023-24/003935,STU0226,Tuition Fee,3000,09-08-2023,30-07-2023,2023-24
INV/2025-26/021708,STU0220,Tuition Fee,3000,08-09-2025,29-08-2025,2025-26
INV/2023-24/008552,STU0482,Lab Fee,2000,16-04-2023,01-04-2023,2023-24
INV/2025-26/024756,STU0389,Tuition Fee,4000,07-03-2026,25-02-2026,2025-26
INV/2023-24/004976,STU0284,Tuition Fee,3000,11-05-2023,01-05-2023,2023-24
INV/2025-26/018327,STU0031,Exam Fee,250,13-10-2025,28-09-2025,2025-26
INV/2023-24/006016,STU0341,Sports Fee,1500,16-04-2023,01-04-2023,2023-24
INV/2023-24/007568,STU0428,Tuition Fee,4000,11-05-2023,01-05-2023,2023-24
INV/2023-24/009011,STU0508,Tuition Fee,4000,09-08-2023,30-07-2023,2023-24
INV/2023-24/004507,STU0258,Tuition Fee,3000,11-04-2023,01-04-2023,2023-24
INV/2025-26/022913,STU0287,Tuition Fee,4000,09-08-2025,30-07-2025,2025-26
INV/2025-26/017931,STU0008,Tuition Fee,2000,07-03-2026,25-02-2026,2025-26
INV/2023-24/005544,STU0315,Tuition Fee,3000,06-03-2024,25-02-2024,2023-24
INV/2023-24/001959,STU0116,Tuition Fee,2000,10-07-2023,30-06-2023,2023-24
INV/2025-26/020334,STU0143,Exam Fee,375,13-10-2025,28-09-2025,2025-26
INV/2024-25/014344,STU0288,Exam Fee,500,13-10-2024,28-09-2024,2024-25
INV/2024-25/017260,STU0450,Exam Fee,500,13-10-2024,28-09-2024,2024-25
INV/2024-25/016475,STU0407,Tuition Fee,4000,08-10-2024,28-09-2024,2024-25
INV/2024-25/013851,STU0261,Tuition Fee,3000,05-02-2025,26-01-2025,2024-25
INV/2023-24/004100,STU0235,Tuition Fee,3000,07-11-2023,28-10-2023,2023-24
INV/2023-24/005047,STU0288,Tuition Fee,3000,11-04-2023,01-04-2023,2023-24
INV/2023-24/008151,STU0460,Tuition Fee,4000,07-12-2023,27-11-2023,2023-24
INV/2025-26/022081,STU0241,Tuition Fee,4000,11-04-2025,01-04-2025,2025-26
INV/2024-25/010674,STU0085,Tuition Fee,3000,11-05-2024,01-05-2024,2024-25
INV/2023-24/007539,STU0426,Tuition Fee,4000,07-12-2023,27-11-2023,2023-24
INV/2023-24/009088,STU0512,Tuition Fee,4000,06-01-2024,27-12-2023,2023-24
INV/2025-26/023793,STU0336,Tuition Fee,4000,10-06-2025,31-05-2025,2025-26
INV/2023-24/005886,STU0334,Tuition Fee,4000,06-03-2024,25-02-2024,2023-24
INV/2023-24/004911,STU0280,Tuition Fee,3000,07-12-2023,27-11-2023,2023-24
INV/2023-24/003909,STU0224,Library Fee,500,16-04-2023,01-04-2023,2023-24
INV/2023-24/007301,STU0413,Tuition Fee,4000,09-08-2023,30-07-2023,2023-24
INV/2025-26/021104,STU0186,Lab Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2023-24/005109,STU0291,Tuition Fee,3000,07-12-2023,27-11-2023,2023-24
INV/2025-26/023296,STU0308,Tuition Fee,4000,06-01-2026,27-12-2025,2025-26
INV/2025-26/018255,STU0027,Annual Fee,5000,16-04-2025,01-04-2025,2025-26
INV/2024-25/013730,STU0254,Sports Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2024-25/017538,STU0466,Tuition Fee,4000,07-11-2024,28-10-2024,2024-25
INV/2024-25/016168,STU0390,Tuition Fee,4000,08-09-2024,29-08-2024,2024-25
INV/2025-26/022725,STU0276,Library Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2025-26/019197,STU0080,Library Fee,500,16-04-2025,01-04-2025,2025-26
INV/2025-26/021616,STU0215,Tuition Fee,3000,10-07-2025,30-06-2025,2025-26
INV/2024-25/016310,STU0398,Tuition Fee,4000,10-07-2024,30-06-2024,2024-25
INV/2023-24/007161,STU0405,Tuition Fee,4000,07-12-2023,27-11-2023,2023-24
INV/2023-24/005378,STU0306,Tuition Fee,3000,07-11-2023,28-10-2023,2023-24
INV/2024-25/010743,STU0088,Exam Fee,375,16-04-2024,01-04-2024,2024-25
INV/2025-26/018614,STU0048,Tuition Fee,3000,07-11-2025,28-10-2025,2025-26
INV/2025-26/018389,STU0035,Tuition Fee,2000,05-02-2026,26-01-2026,2025-26
INV/2025-26/020805,STU0170,Tuition Fee,3000,10-06-2025,31-05-2025,2025-26
INV/2025-26/019285,STU0085,Annual Fee,6000,16-04-2025,01-04-2025,2025-26
INV/2024-25/012715,STU0198,Tuition Fee,3000,07-12-2024,27-11-2024,2024-25
INV/2023-24/001695,STU0100,Tuition Fee,2000,06-03-2024,25-02-2024,2023-24
INV/2025-26/020005,STU0125,Annual Fee,6000,16-04-2025,01-04-2025,2025-26
INV/2025-26/018901,STU0064,Tuition Fee,3000,08-10-2025,28-09-2025,2025-26
INV/2025-26/023201,STU0303,Tuition Fee,4000,09-08-2025,30-07-2025,2025-26
INV/2023-24/007962,STU0449,Exam Fee,500,13-10-2023,28-09-2023,2023-24
INV/2025-26/025453,STU0428,Tuition Fee,4000,08-10-2025,28-09-2025,2025-26
INV/2025-26/019588,STU0102,Tuition Fee,3000,06-01-2026,27-12-2025,2025-26
INV/2023-24/009225,STU0520,Tuition Fee,4000,10-06-2023,31-05-2023,2023-24
INV/2024-25/016196,STU0391,Sports Fee,1500,16-04-2024,01-04-2024,2024-25
INV/2024-25/011692,STU0141,Tuition Fee,3000,07-03-2025,25-02-2025,2024-25
INV/2025-26/017917,STU0007,Sports Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2024-25/012231,STU0171,Tuition Fee,3000,05-02-2025,26-01-2025,2024-25
INV/2025-26/020308,STU0142,Tuition Fee,3000,06-01-2026,27-12-2025,2025-26
INV/2024-25/016608,STU0414,Lab Fee,2000,16-04-2024,01-04-2024,2024-25
INV/2025-26/019869,STU0118,Tuition Fee,3000,10-06-2025,31-05-2025,2025-26
INV/2023-24/008020,STU0453,Tuition Fee,4000,10-07-2023,30-06-2023,2023-24
INV/2024-25/009904,STU0040,Tuition Fee,2000,11-04-2024,01-04-2024,2024-25
INV/2023-24/008528,STU0481,Tuition Fee,4000,07-11-2023,28-10-2023,2023-24
INV/2023-24/007822,STU0442,Tuition Fee,4000,10-07-2023,30-06-2023,2023-24
INV/2023-24/004988,STU0284,Lab Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2025-26/024143,STU0355,Tuition Fee,4000,05-02-2026,26-01-2026,2025-26
INV/2024-25/016890,STU0430,Tuition Fee,4000,07-11-2024,28-10-2024,2024-25
