receipt_number,invoice_number,amount_paid,payment_date,payment_mode,remarks
RCP/2025-26/000096,INV/2025-26/000114,2000,11-08-2025,CASH,
RCP/2025-26/000097,INV/2025-26/000115,2000,18-09-2025,CASH,
RCP/2025-26/000098,INV/2025-26/000116,2000,14-10-2025,BANK_TRANSFER,
RCP/2025-26/000099,INV/2025-26/000117,2000,24-11-2025,CHEQUE,
RCP/2025-26/000100,INV/2025-26/000118,2000,10-12-2025,CASH,
RCP/2025-26/000101,INV/2025-26/000119,2000,14-01-2026,CHEQUE,
RCP/2025-26/000102,INV/2025-26/000120,2000,21-02-2026,CHEQUE,
RCP/2025-26/000103,INV/2025-26/000121,2000,23-03-2026,UPI,
RCP/2025-26/000104,INV/2025-26/000122,5000,02-08-2025,CASH,
RCP/2025-26/000105,INV/2025-26/000124,1000,29-07-2025,CASH,
RCP/2025-26/000106,INV/2025-26/000125,250,04-08-2025,CHEQUE,
RCP/2025-26/000107,INV/2025-26/000126,250,23-01-2026,UPI,
RCP/2025-26/000108,INV/2025-26/000128,2000,23-08-2025,CASH,
RCP/2025-26/000109,INV/2025-26/000129,2000,20-09-2025,ONLINE,
RCP/2025-26/000110,INV/2025-26/000130,2000,17-10-2025,BANK_TRANSFER,
RCP/2025-26/000111,INV/2025-26/000131,2000,13-11-2025,ONLINE,
RCP/2025-26/000112,INV/2025-26/000134,2000,24-02-2026,BANK_TRANSFER,
RCP/2025-26/000113,INV/2025-26/000135,2000,17-03-2026,UPI,
RCP/2025-26/000114,INV/2025-26/000136,5000,28-07-2025,ONLINE,
RCP/2025-26/000115,INV/2025-26/000137,500,24-07-2025,BANK_TRANSFER,
RCP/2025-26/000116,INV/2025-26/000138,1000,03-08-2025,CHEQUE,
RCP/2025-26/000117,INV/2025-26/000139,250,22-07-2025,CASH,
RCP/2025-26/000118,INV/2025-26/000141,2000,18-07-2025,CASH,
RCP/2025-26/000119,INV/2025-26/000142,2000,23-08-2025,BANK_TRANSFER,
RCP/2025-26/000120,INV/2025-26/000143,2000,20-09-2025,ONLINE,
RCP/2025-26/000121,INV/2025-26/000144,2000,13-10-2025,ONLINE,
RCP/2025-26/000122,INV/2025-26/000146,2000,11-12-2025,ONLINE,
RCP/2025-26/000123,INV/2025-26/000147,2000,16-01-2026,BANK_TRANSFER,
RCP/2025-26/000124,INV/2025-26/000148,2000,20-02-2026,CHEQUE,
RCP/2025-26/000125,INV/2025-26/000149,2000,13-03-2026,BANK_TRANSFER,
RCP/2025-26/000126,INV/2025-26/000150,5000,04-08-2025,BANK_TRANSFER,
RCP/2025-26/000127,INV/2025-26/000151,500,31-07-2025,CHEQUE,
RCP/2025-26/000128,INV/2025-26/000152,1000,04-08-2025,ONLINE,
RCP/2025-26/000129,INV/2025-26/000153,250,27-07-2025,CHEQUE,
RCP/2025-26/000130,INV/2025-26/000154,250,28-01-2026,CHEQUE,
RCP/2025-26/000131,INV/2025-26/000155,2000,19-07-2025,BANK_TRANSFER,
RCP/2025-26/000132,INV/2025-26/000156,2000,20-08-2025,ONLINE,
RCP/2025-26/000133,INV/2025-26/000157,2000,16-09-2025,CHEQUE,
RCP/2025-26/000134,INV/2025-26/000158,2000,15-10-2025,CASH,
RCP/2025-26/000135,INV/2025-26/000159,2000,20-11-2025,CASH,
RCP/2025-26/000136,INV/2025-26/000160,2000,17-12-2025,BANK_TRANSFER,
RCP/2025-26/000137,INV/2025-26/000161,2000,16-01-2026,UPI,
RCP/2025-26/000138,INV/2025-26/000162,2000,17-02-2026,ONLINE,
RCP/2025-26/000139,INV/2025-26/000163,2000,12-03-2026,ONLINE,
RCP/2025-26/000140,INV/2025-26/000164,5000,28-07-2025,ONLINE,
RCP/2025-26/000141,INV/2025-26/000165,500,29-07-2025,UPI,
RCP/2025-26/000142,INV/2025-26/000166,1000,22-07-2025,CASH,
RCP/2025-26/000143,INV/2025-26/000167,250,29-07-2025,UPI,
RCP/2025-26/000144,INV/2025-26/000168,250,30-01-2026,CASH,
RCP/2025-26/000145,INV/2025-26/000169,2000,13-07-2025,ONLINE,
RCP/2025-26/000146,INV/2025-26/000170,2000,24-08-2025,CHEQUE,
RCP/2025-26/000147,INV/2025-26/000172,2000,24-10-2025,CHEQUE,
RCP/2025-26/000148,INV/2025-26/000173,2000,23-11-2025,CHEQUE,
RCP/2025-26/000149,INV/2025-26/000174,2000,15-12-2025,ONLINE,
RCP/2025-26/000150,INV/2025-26/000175,2000,17-01-2026,BANK_TRANSFER,
RCP/2025-26/000151,INV/2025-26/000176,2000,25-02-2026,UPI,
RCP/2025-26/000152,INV/2025-26/000177,2000,12-03-2026,BANK_TRANSFER,
RCP/2025-26/000153,INV/2025-26/000178,5000,01-08-2025,BANK_TRANSFER,
RCP/2025-26/000154,INV/2025-26/000180,1000,26-07-2025,UPI,
RCP/2025-26/000155,INV/2025-26/000181,250,26-07-2025,UPI,
RCP/2025-26/000156,INV/2025-26/000182,250,29-01-2026,BANK_TRANSFER,
RCP/2025-26/000157,INV/2025-26/000183,2000,23-07-2025,CASH,
RCP/2025-26/000158,INV/2025-26/000184,2000,23-08-2025,ONLINE,
RCP/2025-26/000159,INV/2025-26/000186,2000,10-10-2025,CHEQUE,
RCP/2025-26/000160,INV/2025-26/000187,2000,10-11-2025,BANK_TRANSFER,
RCP/2025-26/000161,INV/2025-26/000188,2000,22-12-2025,ONLINE,
RCP/2025-26/000162,INV/2025-26/000189,2000,17-01-2026,ONLINE,
RCP/2025-26/000163,INV/2025-26/000190,2000,23-02-2026,ONLINE,
RCP/2025-26/000164,INV/2025-26/000191,2000,20-03-2026,ONLINE,
RCP/2025-26/000165,INV/2025-26/000192,5000,05-08-2025,UPI,
RCP/2025-26/000166,INV/2025-26/000194,1000,03-08-2025,CHEQUE,
RCP/2025-26/000167,INV/2025-26/000195,250,22-07-2025,CASH,
RCP/2025-26/000168,INV/2025-26/000196,250,20-01-2026,ONLINE,
RCP/2025-26/000169,INV/2025-26/000197,2000,18-07-2025,ONLINE,
RCP/2025-26/000170,INV/2025-26/000198,2000,24-08-2025,BANK_TRANSFER,
RCP/2025-26/000171,INV/2025-26/000199,2000,22-09-2025,BANK_TRANSFER,
RCP/2025-26/000172,INV/2025-26/000200,2000,23-10-2025,BANK_TRANSFER,
RCP/2025-26/000173,INV/2025-26/000201,2000,25-11-2025,CASH,
RCP/2025-26/000174,INV/2025-26/000202,2000,11-12-2025,BANK_TRANSFER,
RCP/2025-26/000175,INV/2025-26/000203,2000,12-01-2026,CASH,
RCP/2025-26/000176,INV/2025-26/000204,2000,17-02-2026,UPI,
RCP/2025-26/000177,INV/2025-26/000205,2000,14-03-2026,UPI,
RCP/2025-26/000178,INV/2025-26/000206,5000,25-07-2025,CHEQUE,
RCP/2025-26/000179,INV/2025-26/000208,1000,30-07-2025,BANK_TRANSFER,
RCP/2025-26/000180,INV/2025-26/000209,250,25-07-2025,UPI,
RCP/2025-26/000181,INV/2025-26/000211,2000,10-07-2025,BANK_TRANSFER,
RCP/2025-26/000182,INV/2025-26/000212,2000,22-08-2025,ONLINE,
RCP/2025-26/000183,INV/2025-26/000214,2000,17-10-2025,CASH,
RCP/2025-26/000184,INV/2025-26/000215,2000,19-11-2025,CHEQUE,
RCP/2025-26/000185,INV/2025-26/000216,2000,11-12-2025,BANK_TRANSFER,
RCP/2025-26/000186,INV/2025-26/000217,2000,21-01-2026,CASH,
RCP/2025-26/000187,INV/2025-26/000218,2000,20-02-2026,CASH,
RCP/2025-26/000188,INV/2025-26/000219,2000,25-03-2026,CASH,
RCP/2025-26/000189,INV/2025-26/000220,5000,02-08-2025,ONLINE,
RCP/2025-26/000190,INV/2025-26/000221,500,04-08-2025,UPI,
RCP/2025-26/000191,INV/2025-26/000222,1000,30-07-2025,CHEQUE,
RCP/2025-26/000192,INV/2025-26/000223,250,06-08-2025,ONLINE,
RCP/2025-26/000193,INV/2025-26/000224,250,24-01-2026,BANK_TRANSFER,
RCP/2025-26/000194,INV/2025-26/000226,2000,12-08-2025,BANK_TRANSFER,
RCP/2025-26/000195,INV/2025-26/000228,2000,24-10-2025,CHEQUE,
RCP/2025-26/000196,INV/2025-26/000229,2000,22-11-2025,BANK_TRANSFER,
RCP/2025-26/000197,INV/2025-26/000230,2000,20-12-2025,UPI,
RCP/2025-26/000198,INV/2025-26/000231,2000,21-01-2026,BANK_TRANSFER,
RCP/2025-26/000199,INV/2025-26/000232,2000,18-02-2026,CHEQUE,
RCP/2025-26/000200,INV/2025-26/000233,2000,16-03-2026,CASH,
RCP/2025-26/000201,INV/2025-26/000234,5000,04-08-2025,ONLINE,
RCP/2025-26/000202,INV/2025-26/000235,500,29-07-2025,ONLINE,
RCP/2025-26/000203,INV/2025-26/000236,1000,06-08-2025,ONLINE,
RCP/2025-26/000204,INV/2025-26/000237,250,24-07-2025,BANK_TRANSFER,
RCP/2025-26/000205,INV/2025-26/000238,250,23-01-2026,BANK_TRANSFER,
RCP/2025-26/000206,INV/2025-26/000239,2000,21-07-2025,ONLINE,
RCP/2025-26/000207,INV/2025-26/000240,2000,21-08-2025,ONLINE,
RCP/2025-26/000208,INV/2025-26/000242,2000,21-10-2025,ONLINE,
RCP/2025-26/000209,INV/2025-26/000243,2000,18-11-2025,UPI,
RCP/2025-26/000210,INV/2025-26/000244,2000,16-12-2025,BANK_TRANSFER,
RCP/2025-26/000211,INV/2025-26/000245,2000,15-01-2026,UPI,
RCP/2025-26/000212,INV/2025-26/000246,2000,25-02-2026,BANK_TRANSFER,
RCP/2025-26/000213,INV/2025-26/000247,2000,19-03-2026,CASH,
RCP/2025-26/000214,INV/2025-26/000248,5000,31-07-2025,UPI,
RCP/2025-26/000215,INV/2025-26/000249,500,31-07-2025,CASH,
RCP/2025-26/000216,INV/2025-26/000250,1000,26-07-2025,BANK_TRANSFER,
RCP/2025-26/000217,INV/2025-26/000251,250,23-07-2025,CHEQUE,
RCP/2025-26/000218,INV/2025-26/000252,250,20-01-2026,ONLINE,
RCP/2025-26/000219,INV/2025-26/000253,2000,10-07-2025,CHEQUE,
RCP/2025-26/000220,INV/2025-26/000254,2000,25-08-2025,ONLINE,
RCP/2025-26/000221,INV/2025-26/000255,2000,11-09-2025,BANK_TRANSFER,
RCP/2025-26/000222,INV/2025-26/000257,2000,12-11-2025,ONLINE,
RCP/2025-26/000223,INV/2025-26/000258,2000,11-12-2025,UPI,
RCP/2025-26/000224,INV/2025-26/000259,2000,19-01-2026,CASH,
RCP/2025-26/000225,INV/2025-26/000261,2000,23-03-2026,CHEQUE,
RCP/2025-26/000226,INV/2025-26/000262,5000,29-07-2025,CHEQUE,
RCP/2025-26/000227,INV/2025-26/000263,500,05-08-2025,BANK_TRANSFER,
RCP/2025-26/000228,INV/2025-26/000266,250,17-01-2026,CHEQUE,
RCP/2025-26/000229,INV/2025-26/000268,2000,16-08-2025,UPI,
RCP/2025-26/000230,INV/2025-26/000269,2000,12-09-2025,UPI,
RCP/2025-26/000231,INV/2025-26/000270,2000,12-10-2025,UPI,
RCP/2025-26/000232,INV/2025-26/000271,2000,24-11-2025,CHEQUE,
RCP/2025-26/000233,INV/2025-26/000272,2000,11-12-2025,UPI,
RCP/2025-26/000234,INV/2025-26/000273,2000,19-01-2026,ONLINE,
RCP/2025-26/000235,INV/2025-26/000274,2000,17-02-2026,BANK_TRANSFER,
RCP/2025-26/000236,INV/2025-26/000275,2000,16-03-2026,ONLINE,
RCP/2025-26/000237,INV/2025-26/000276,5000,29-07-2025,UPI,
RCP/2025-26/000238,INV/2025-26/000278,1000,24-07-2025,CASH,
RCP/2025-26/000239,INV/2025-26/000279,250,31-07-2025,CHEQUE,
RCP/2025-26/000240,INV/2025-26/000280,250,25-01-2026,ONLINE,
RCP/2025-26/000241,INV/2025-26/000281,2000,19-07-2025,ONLINE,
RCP/2025-26/000242,INV/2025-26/000283,2000,25-09-2025,ONLINE,
RCP/2025-26/000243,INV/2025-26/000284,2000,11-10-2025,ONLINE,
RCP/2025-26/000244,INV/2025-26/000285,2000,18-11-2025,CASH,
RCP/2025-26/000245,INV/2025-26/000286,2000,10-12-2025,BANK_TRANSFER,
RCP/2025-26/000246,INV/2025-26/000287,2000,15-01-2026,ONLINE,
RCP/2025-26/000247,INV/2025-26/000288,2000,24-02-2026,BANK_TRANSFER,
RCP/2025-26/000248,INV/2025-26/000289,2000,23-03-2026,ONLINE,
RCP/2025-26/000249,INV/2025-26/000291,500,04-08-2025,BANK_TRANSFER,
RCP/2025-26/000250,INV/2025-26/000292,1000,25-07-2025,UPI,
RCP/2025-26/000251,INV/2025-26/000293,250,06-08-2025,BANK_TRANSFER,
RCP/2025-26/000252,INV/2025-26/000294,250,28-01-2026,CHEQUE,
RCP/2025-26/000253,INV/2025-26/000295,2000,12-07-2025,BANK_TRANSFER,
RCP/2025-26/000254,INV/2025-26/000296,2000,13-08-2025,ONLINE,
RCP/2025-26/000255,INV/2025-26/000298,2000,10-10-2025,CHEQUE,
RCP/2025-26/000256,INV/2025-26/000299,2000,11-11-2025,UPI,
RCP/2025-26/000257,INV/2025-26/000300,2000,25-12-2025,ONLINE,
RCP/2025-26/000258,INV/2025-26/000301,2000,16-01-2026,BANK_TRANSFER,
RCP/2025-26/000259,INV/2025-26/000302,2000,19-02-2026,ONLINE,
RCP/2025-26/000260,INV/2025-26/000304,5000,22-07-2025,CHEQUE,
RCP/2025-26/000261,INV/2025-26/000305,500,27-07-2025,BANK_TRANSFER,
RCP/2025-26/000262,INV/2025-26/000306,1000,04-08-2025,CASH,
RCP/2025-26/000263,INV/2025-26/000307,250,25-07-2025,ONLINE,
RCP/2025-26/000264,INV/2025-26/000309,2000,14-07-2025,ONLINE,
RCP/2025-26/000265,INV/2025-26/000311,2000,18-09-2025,ONLINE,
RCP/2025-26/000266,INV/2025-26/000312,2000,25-10-2025,UPI,
RCP/2025-26/000267,INV/2025-26/000313,2000,14-11-2025,ONLINE,
RCP/2025-26/000268,INV/2025-26/000314,2000,14-12-2025,CASH,
RCP/2025-26/000269,INV/2025-26/000315,2000,23-01-2026,BANK_TRANSFER,
RCP/2025-26/000270,INV/2025-26/000317,2000,10-03-2026,BANK_TRANSFER,
RCP/2025-26/000271,INV/2025-26/000318,5000,06-08-2025,UPI,
RCP/2025-26/000272,INV/2025-26/000319,500,06-08-2025,BANK_TRANSFER,
RCP/2025-26/000273,INV/2025-26/000320,1000,03-08-2025,ONLINE,
RCP/2025-26/000274,INV/2025-26/000324,2000,22-08-2025,UPI,
RCP/2025-26/000275,INV/2025-26/000326,2000,20-10-2025,ONLINE,
RCP/2025-26/000276,INV/2025-26/000327,2000,22-11-2025,ONLINE,
RCP/2025-26/000277,INV/2025-26/000329,2000,14-01-2026,ONLINE,
RCP/2025-26/000278,INV/2025-26/000331,2000,20-03-2026,CASH,
RCP/2025-26/000279,INV/2025-26/000333,500,05-08-2025,CASH,
RCP/2025-26/000280,INV/2025-26/000334,1000,04-08-2025,UPI,
RCP/2025-26/000281,INV/2025-26/000335,250,30-07-2025,BANK_TRANSFER,
RCP/2025-26/000282,INV/2025-26/000336,250,28-01-2026,CASH,
RCP/2025-26/000283,INV/2025-26/000340,2000,20-10-2025,ONLINE,
RCP/2025-26/000284,INV/2025-26/000342,2000,12-12-2025,UPI,
RCP/2025-26/000285,INV/2025-26/000343,2000,19-01-2026,UPI,
RCP/2025-26/000286,INV/2025-26/000344,2000,23-02-2026,CASH,
RCP/2025-26/000287,INV/2025-26/000345,2000,13-03-2026,ONLINE,
RCP/2025-26/000288,INV/2025-26/000346,5000,31-07-2025,CASH,
RCP/2025-26/000289,INV/2025-26/000347,500,23-07-2025,BANK_TRANSFER,
RCP/2025-26/000290,INV/2025-26/000348,1000,04-08-2025,UPI,
RCP/2025-26/000291,INV/2025-26/000349,250,04-08-2025,CHEQUE,
RCP/2025-26/000292,INV/2025-26/000350,250,21-01-2026,UPI,
RCP/2025-26/000293,INV/2025-26/000351,2000,22-07-2025,CHEQUE,
RCP/2025-26/000294,INV/2025-26/000352,2000,25-08-2025,CHEQUE,
RCP/2025-26/000295,INV/2025-26/000353,2000,24-09-2025,BANK_TRANSFER,
RCP/2025-26/000296,INV/2025-26/000354,2000,10-10-2025,ONLINE,
RCP/2025-26/000297,INV/2025-26/000356,2000,15-12-2025,CASH,
RCP/2025-26/000298,INV/2025-26/000357,2000,21-01-2026,CHEQUE,
RCP/2025-26/000299,INV/2025-26/000358,2000,23-02-2026,BANK_TRANSFER,
RCP/2025-26/000300,INV/2025-26/000359,2000,19-03-2026,UPI,
RCP/2025-26/000301,INV/2025-26/000362,1000,03-08-2025,CHEQUE,
RCP/2025-26/000302,INV/2025-26/000363,250,31-07-2025,BANK_TRANSFER,
RCP/2025-26/000303,INV/2025-26/000364,250,28-01-2026,BANK_TRANSFER,
RCP/2025-26/000304,INV/2025-26/000365,2000,11-07-2025,CHEQUE,
RCP/2025-26/000305,INV/2025-26/000366,2000,19-08-2025,UPI,
RCP/2025-26/000306,INV/2025-26/000367,2000,21-09-2025,UPI,
RCP/2025-26/000307,INV/2025-26/000368,2000,18-10-2025,UPI,
RCP/2025-26/000308,INV/2025-26/000369,2000,11-11-2025,BANK_TRANSFER,
RCP/2025-26/000309,INV/2025-26/000370,2000,11-12-2025,CHEQUE,
RCP/2025-26/000310,INV/2025-26/000371,2000,14-01-2026,CASH,
RCP/2025-26/000311,INV/2025-26/000373,2000,23-03-2026,UPI,
RCP/2025-26/000312,INV/2025-26/000374,5000,02-08-2025,CHEQUE,
RCP/2025-26/000313,INV/2025-26/000375,500,30-07-2025,UPI,
RCP/2025-26/000314,INV/2025-26/000376,1000,06-08-2025,BANK_TRANSFER,
RCP/2025-26/000315,INV/2025-26/000377,250,01-08-2025,CASH,
RCP/2025-26/000316,INV/2025-26/000378,250,18-01-2026,UPI,
RCP/2025-26/000317,INV/2025-26/000379,2000,17-07-2025,ONLINE,
RCP/2025-26/000318,INV/2025-26/000381,2000,21-09-2025,CASH,
RCP/2025-26/000319,INV/2025-26/000382,2000,10-10-2025,BANK_TRANSFER,
RCP/2025-26/000320,INV/2025-26/000383,2000,24-11-2025,BANK_TRANSFER,
RCP/2025-26/000321,INV/2025-26/000384,2000,18-12-2025,CHEQUE,
RCP/2025-26/000322,INV/2025-26/000385,2000,21-01-2026,CASH,
RCP/2025-26/000323,INV/2025-26/000386,2000,25-02-2026,CASH,
RCP/2025-26/000324,INV/2025-26/000387,2000,20-03-2026,CHEQUE,
RCP/2025-26/000325,INV/2025-26/000388,5000,24-07-2025,ONLINE,
RCP/2025-26/000326,INV/2025-26/000390,1000,04-08-2025,CASH,
RCP/2025-26/000327,INV/2025-26/000391,250,23-07-2025,BANK_TRANSFER,
RCP/2025-26/000328,INV/2025-26/000393,2000,17-07-2025,CHEQUE,
RCP/2025-26/000329,INV/2025-26/000394,2000,24-08-2025,BANK_TRANSFER,
RCP/2025-26/000330,INV/2025-26/000395,2000,23-09-2025,CHEQUE,
RCP/2025-26/000331,INV/2025-26/000396,2000,14-10-2025,ONLINE,
RCP/2025-26/000332,INV/2025-26/000397,2000,25-11-2025,CHEQUE,
RCP/2025-26/000333,INV/2025-26/000398,2000,18-12-2025,CASH,
RCP/2025-26/000334,INV/2025-26/000399,2000,16-01-2026,ONLINE,
RCP/2025-26/000335,INV/2025-26/000400,2000,17-02-2026,BANK_TRANSFER,
RCP/2025-26/000336,INV/2025-26/000401,2000,21-03-2026,CHEQUE,
RCP/2025-26/000337,INV/2025-26/000403,500,23-07-2025,ONLINE,
RCP/2025-26/000338,INV/2025-26/000404,1000,25-07-2025,ONLINE,
RCP/2025-26/000339,INV/2025-26/000405,250,28-07-2025,CHEQUE,
RCP/2025-26/000340,INV/2025-26/000407,2000,20-07-2025,UPI,
RCP/2025-26/000341,INV/2025-26/000409,2000,16-09-2025,CASH,
RCP/2025-26/000342,INV/2025-26/000410,2000,16-10-2025,CHEQUE,
RCP/2025-26/000343,INV/2025-26/000411,2000,17-11-2025,BANK_TRANSFER,
RCP/2025-26/000344,INV/2025-26/000412,2000,10-12-2025,BANK_TRANSFER,
RCP/2025-26/000345,INV/2025-26/000414,2000,14-02-2026,CHEQUE,
