admission_number,exam_name,subject_code,max_marks,marks_obtained,grade,exam_date,academic_year
12,Final,HINNursery,100,60.2,B,10-03-2026,2025-26
12,Final,ARTNursery,50,27.7,C,10-03-2026,2025-26
13,Unit Test 1,ENGNursery,100,82.2,A,25-08-2025,2025-26
13,Unit Test 1,HINNursery,100,85.5,A,25-08-2025,2025-26
13,Unit Test 1,MATHNursery,100,43.1,D,25-08-2025,2025-26
13,Unit Test 1,ARTNursery,50,40.4,A,25-08-2025,2025-26
13,Midterm,ARTNursery,50,44.2,A,15-10-2025,2025-26
13,Midterm,MATHNursery,100,79.4,B+,15-10-2025,2025-26
13,Midterm,HINNursery,100,28.3,F,15-10-2025,2025-26
13,Midterm,EVSNursery,100,26.1,F,15-10-2025,2025-26
13,Midterm,ENGNursery,100,36.5,F,15-10-2025,2025-26
13,Midterm,URDNursery,100,89.5,A,15-10-2025,2025-26
13,Unit Test 2,MATHNursery,100,54.3,C,15-12-2025,2025-26
13,Unit Test 2,EVSNursery,100,36.5,F,15-12-2025,2025-26
13,Unit Test 2,HINNursery,100,46.9,D,15-12-2025,2025-26
13,Unit Test 2,ENGNursery,100,29.8,F,15-12-2025,2025-26
13,Unit Test 2,URDNursery,100,38.8,F,15-12-2025,2025-26
13,Final,EVSNursery,100,30.2,F,10-03-2026,2025-26
13,Final,HINNursery,100,43.4,D,10-03-2026,2025-26
13,Final,ENGNursery,100,64.6,B,10-03-2026,2025-26
13,Final,MATHNursery,100,66.8,B,10-03-2026,2025-26
14,Unit Test 1,URDNursery,100,76.4,B+,25-08-2025,2025-26
14,Unit Test 1,EVSNursery,100,55.7,C,25-08-2025,2025-26
14,Unit Test 1,ENGNursery,100,65.1,B,25-08-2025,2025-26
14,Unit Test 1,HINNursery,100,71.4,B+,25-08-2025,2025-26
14,Midterm,ARTNursery,50,28.6,C,15-10-2025,2025-26
14,Midterm,EVSNursery,100,32.8,F,15-10-2025,2025-26
14,Midterm,URDNursery,100,42.5,D,15-10-2025,2025-26
14,Midterm,ENGNursery,100,53.6,C,15-10-2025,2025-26
14,Unit Test 2,HINNursery,100,89.3,A,15-12-2025,2025-26
14,Unit Test 2,URDNursery,100,82.2,A,15-12-2025,2025-26
14,Unit Test 2,ENGNursery,100,27.6,F,15-12-2025,2025-26
14,Final,ENGNursery,100,46.2,D,10-03-2026,2025-26
14,Final,HINNursery,100,71.2,B+,10-03-2026,2025-26
14,Final,URDNursery,100,58.7,C,10-03-2026,2025-26
15,Unit Test 1,ARTNursery,50,49.5,A+,25-08-2025,2025-26
15,Unit Test 1,HINNursery,100,72.8,B+,25-08-2025,2025-26
15,Unit Test 1,EVSNursery,100,60.9,B,25-08-2025,2025-26
15,Unit Test 1,MATHNursery,100,92.4,A+,25-08-2025,2025-26
15,Midterm,URDNursery,100,97.2,A+,15-10-2025,2025-26
15,Midterm,EVSNursery,100,54.1,C,15-10-2025,2025-26
15,Midterm,MATHNursery,100,44.3,D,15-10-2025,2025-26
15,Midterm,ENGNursery,100,37.0,F,15-10-2025,2025-26
15,Midterm,HINNursery,100,80.5,A,15-10-2025,2025-26
15,Midterm,ARTNursery,50,35.8,B+,15-10-2025,2025-26
15,Unit Test 2,MATHNursery,100,99.1,A+,15-12-2025,2025-26
15,Unit Test 2,ENGNursery,100,34.4,F,15-12-2025,2025-26
15,Unit Test 2,HINNursery,100,72.0,B+,15-12-2025,2025-26
15,Unit Test 2,ARTNursery,50,30.2,B,15-12-2025,2025-26
15,Unit Test 2,URDNursery,100,55.4,C,15-12-2025,2025-26
15,Final,HINNursery,100,50.3,C,10-03-2026,2025-26
15,Final,ARTNursery,50,41.6,A,10-03-2026,2025-26
15,Final,URDNursery,100,35.0,F,10-03-2026,2025-26
15,Final,MATHNursery,100,64.7,B,10-03-2026,2025-26
15,Final,EVSNursery,100,43.5,D,10-03-2026,2025-26
15,Final,ENGNursery,100,78.4,B+,10-03-2026,2025-26
16,Unit Test 1,ARTNursery,50,38.7,B+,25-08-2025,2025-26
16,Unit Test 1,URDNursery,100,82.3,A,25-08-2025,2025-26
16,Unit Test 1,EVSNursery,100,55.6,C,25-08-2025,2025-26
16,Unit Test 1,MATHNursery,100,73.3,B+,25-08-2025,2025-26
16,Midterm,HINNursery,100,65.7,B,15-10-2025,2025-26
16,Midterm,MATHNursery,100,58.9,C,15-10-2025,2025-26
16,Midterm,ARTNursery,50,47.6,A+,15-10-2025,2025-26
16,Midterm,ENGNursery,100,96.7,A+,15-10-2025,2025-26
16,Unit Test 2,ENGNursery,100,95.3,A+,15-12-2025,2025-26
16,Unit Test 2,MATHNursery,100,57.4,C,15-12-2025,2025-26
16,Unit Test 2,URDNursery,100,95.7,A+,15-12-2025,2025-26
16,Unit Test 2,HINNursery,100,26.8,F,15-12-2025,2025-26
16,Unit Test 2,ARTNursery,50,30.2,B,15-12-2025,2025-26
16,Unit Test 2,EVSNursery,100,67.6,B,15-12-2025,2025-26
16,Final,EVSNursery,100,55.1,C,10-03-2026,2025-26
16,Final,URDNursery,100,83.6,A,10-03-2026,2025-26
16,Final,MATHNursery,100,39.8,F,10-03-2026,2025-26
16,Final,ARTNursery,50,35.3,B+,10-03-2026,2025-26
17,Unit Test 1,MATHNursery,100,84.0,A,25-08-2025,2025-26
17,Unit Test 1,ARTNursery,50,27.1,C,25-08-2025,2025-26
17,Unit Test 1,HINNursery,100,25.7,F,25-08-2025,2025-26
17,Unit Test 1,URDNursery,100,89.7,A,25-08-2025,2025-26
17,Unit Test 1,ENGNursery,100,29.0,F,25-08-2025,2025-26
17,Unit Test 1,EVSNursery,100,88.9,A,25-08-2025,2025-26
17,Midterm,EVSNursery,100,88.1,A,15-10-2025,2025-26
17,Midterm,MATHNursery,100,52.2,C,15-10-2025,2025-26
17,Midterm,URDNursery,100,93.2,A+,15-10-2025,2025-26
17,Midterm,ENGNursery,100,68.8,B,15-10-2025,2025-26
17,Midterm,HINNursery,100,87.1,A,15-10-2025,2025-26
17,Unit Test 2,EVSNursery,100,92.6,A+,15-12-2025,2025-26
17,Unit Test 2,MATHNursery,100,36.4,F,15-12-2025,2025-26
17,Unit Test 2,ARTNursery,50,35.4,B+,15-12-2025,2025-26
17,Unit Test 2,URDNursery,100,64.9,B,15-12-2025,2025-26
17,Unit Test 2,ENGNursery,100,71.4,B+,15-12-2025,2025-26
17,Unit Test 2,HINNursery,100,36.9,F,15-12-2025,2025-26
17,Final,ARTNursery,50,27.4,C,10-03-2026,2025-26
17,Final,EVSNursery,100,28.0,F,10-03-2026,2025-26
17,Final,MATHNursery,100,91.0,A+,10-03-2026,2025-26
17,Final,ENGNursery,100,60.5,B,10-03-2026,2025-26
17,Final,URDNursery,100,60.8,B,10-03-2026,2025-26
17,Final,HINNursery,100,82.5,A,10-03-2026,2025-26
18,Unit Test 1,HINNursery,100,97.8,A+,25-08-2025,2025-26
18,Unit Test 1,URDNursery,100,96.0,A+,25-08-2025,2025-26
18,Unit Test 1,MATHNursery,100,67.5,B,25-08-2025,2025-26
18,Unit Test 1,ARTNursery,50,47.1,A+,25-08-2025,2025-26
18,Unit Test 1,ENGNursery,100,99.1,A+,25-08-2025,2025-26
18,Midterm,ENGNursery,100,75.8,B+,15-10-2025,2025-26
18,Midterm,MATHNursery,100,93.8,A+,15-10-2025,2025-26
18,Midterm,URDNursery,100,33.3,F,15-10-2025,2025-26
18,Midterm,EVSNursery,100,95.1,A+,15-10-2025,2025-26
18,Midterm,HINNursery,100,97.0,A+,15-10-2025,2025-26
18,Unit Test 2,ARTNursery,50,44.8,A,15-12-2025,2025-26
18,Unit Test 2,EVSNursery,100,84.0,A,15-12-2025,2025-26
18,Unit Test 2,URDNursery,100,51.6,C,15-12-2025,2025-26
18,Unit Test 2,HINNursery,100,98.8,A+,15-12-2025,2025-26
18,Final,ENGNursery,100,39.4,F,10-03-2026,2025-26
18,Final,URDNursery,100,46.0,D,10-03-2026,2025-26
18,Final,HINNursery,100,64.0,B,10-03-2026,2025-26
18,Final,ARTNursery,50,47.9,A+,10-03-2026,2025-26
18,Final,MATHNursery,100,61.7,B,10-03-2026,2025-26
18,Final,EVSNursery,100,92.9,A+,10-03-2026,2025-26
19,Unit Test 1,ARTNursery,50,31.6,B,25-08-2025,2025-26
19,Unit Test 1,MATHNursery,100,99.7,A+,25-08-2025,2025-26
19,Unit Test 1,EVSNursery,100,50.3,C,25-08-2025,2025-26
19,Midterm,ARTNursery,50,28.3,C,15-10-2025,2025-26
19,Midterm,HINNursery,100,98.4,A+,15-10-2025,2025-26
19,Midterm,ENGNursery,100,71.8,B+,15-10-2025,2025-26
19,Midterm,MATHNursery,100,80.1,A,15-10-2025,2025-26
19,Midterm,URDNursery,100,26.4,F,15-10-2025,2025-26
19,Unit Test 2,MATHNursery,100,77.3,B+,15-12-2025,2025-26
19,Unit Test 2,HINNursery,100,50.2,C,15-12-2025,2025-26
19,Unit Test 2,URDNursery,100,85.2,A,15-12-2025,2025-26
19,Unit Test 2,ARTNursery,50,46.3,A+,15-12-2025,2025-26
19,Unit Test 2,ENGNursery,100,83.8,A,15-12-2025,2025-26
19,Unit Test 2,EVSNursery,100,55.5,C,15-12-2025,2025-26
19,Final,MATHNursery,100,61.7,B,10-03-2026,2025-26
19,Final,EVSNursery,100,45.0,D,10-03-2026,2025-26
19,Final,URDNursery,100,93.5,A+,10-03-2026,2025-26
19,Final,HINNursery,100,93.9,A+,10-03-2026,2025-26
19,Final,ENGNursery,100,31.4,F,10-03-2026,2025-26
20,Unit Test 1,URDNursery,100,43.2,D,25-08-2025,2025-26
20,Unit Test 1,ENGNursery,100,38.3,F,25-08-2025,2025-26
20,Unit Test 1,ARTNursery,50,26.6,C,25-08-2025,2025-26
20,Unit Test 1,HINNursery,100,67.9,B,25-08-2025,2025-26
20,Unit Test 1,EVSNursery,100,42.8,D,25-08-2025,2025-26
20,Midterm,ENGNursery,100,80.2,A,15-10-2025,2025-26
20,Midterm,ARTNursery,50,33.5,B,15-10-2025,2025-26
20,Midterm,URDNursery,100,93.2,A+,15-10-2025,2025-26
20,Unit Test 2,MATHNursery,100,72.3,B+,15-12-2025,2025-26
20,Unit Test 2,URDNursery,100,49.8,D,15-12-2025,2025-26
20,Unit Test 2,HINNursery,100,74.9,B+,15-12-2025,2025-26
20,Final,ENGNursery,100,93.9,A+,10-03-2026,2025-26
20,Final,MATHNursery,100,94.5,A+,10-03-2026,2025-26
20,Final,URDNursery,100,38.9,F,10-03-2026,2025-26
21,Unit Test 1,ENGNursery,100,40.8,D,25-08-2025,2025-26
21,Unit Test 1,HINNursery,100,78.8,B+,25-08-2025,2025-26
21,Unit Test 1,MATHNursery,100,54.0,C,25-08-2025,2025-26
21,Midterm,HINNursery,100,78.0,B+,15-10-2025,2025-26
21,Midterm,MATHNursery,100,60.2,B,15-10-2025,2025-26
21,Midterm,ARTNursery,50,43.3,A,15-10-2025,2025-26
21,Midterm,EVSNursery,100,69.4,B,15-10-2025,2025-26
21,Unit Test 2,HINNursery,100,31.0,F,15-12-2025,2025-26
21,Unit Test 2,MATHNursery,100,98.1,A+,15-12-2025,2025-26
21,Unit Test 2,ENGNursery,100,44.7,D,15-12-2025,2025-26
21,Final,ARTNursery,50,29.7,C,10-03-2026,2025-26
21,Final,ENGNursery,100,49.1,D,10-03-2026,2025-26
21,Final,URDNursery,100,99.4,A+,10-03-2026,2025-26
21,Final,HINNursery,100,37.2,F,10-03-2026,2025-26
22,Unit Test 1,URDNursery,100,43.8,D,25-08-2025,2025-26
22,Unit Test 1,HINNursery,100,50.9,C,25-08-2025,2025-26
22,Unit Test 1,EVSNursery,100,43.1,D,25-08-2025,2025-26
22,Unit Test 1,ENGNursery,100,25.5,F,25-08-2025,2025-26
22,Unit Test 1,MATHNursery,100,91.8,A+,25-08-2025,2025-26
22,Midterm,EVSNursery,100,62.0,B,15-10-2025,2025-26
22,Midterm,MATHNursery,100,92.7,A+,15-10-2025,2025-26
22,Midterm,ENGNursery,100,29.5,F,15-10-2025,2025-26
22,Midterm,HINNursery,100,81.7,A,15-10-2025,2025-26
22,Midterm,ARTNursery,50,35.8,B+,15-10-2025,2025-26
22,Unit Test 2,ENGNursery,100,67.7,B,15-12-2025,2025-26
22,Unit Test 2,ARTNursery,50,43.2,A,15-12-2025,2025-26
22,Unit Test 2,EVSNursery,100,48.9,D,15-12-2025,2025-26
22,Unit Test 2,HINNursery,100,51.9,C,15-12-2025,2025-26
22,Unit Test 2,MATHNursery,100,85.8,A,15-12-2025,2025-26
22,Unit Test 2,URDNursery,100,52.8,C,15-12-2025,2025-26
22,Final,HINNursery,100,28.2,F,10-03-2026,2025-26
22,Final,EVSNursery,100,51.5,C,10-03-2026,2025-26
22,Final,MATHNursery,100,59.9,C,10-03-2026,2025-26
22,Final,ENGNursery,100,59.6,C,10-03-2026,2025-26
