admission_number,class_name,section_name,roll_number,enrollment_date,academic_year
58,LKG,A,57,07/07/2025,2025-26
59,LKG,A,58,07/07/2025,2025-26
60,LKG,A,59,07/07/2025,2025-26
61,LKG,A,60,07/07/2025,2025-26
62,LKG,A,61,07/07/2025,2025-26
63,LKG,A,62,07/07/2025,2025-26
64,LKG,A,63,07/07/2025,2025-26
65,LKG,A,64,07/07/2025,2025-26
66,LKG,A,65,07/07/2025,2025-26
67,LKG,A,66,07/07/2025,2025-26
68,LKG,A,67,07/07/2025,2025-26
69,UKG,A,68,07/07/2025,2025-26
70,UKG,A,69,07/07/2025,2025-26
71,UKG,A,70,07/07/2025,2025-26
72,UKG,A,71,07/07/2025,2025-26
73,UKG,A,72,07/07/2025,2025-26
74,UKG,A,73,07/07/2025,2025-26
75,UKG,A,74,07/07/2025,2025-26
76,UKG,A,75,07/07/2025,2025-26
77,UKG,A,76,07/07/2025,2025-26
78,UKG,A,77,07/07/2025,2025-26
79,UKG,A,78,07/07/2025,2025-26
80,UKG,A,79,07/07/2025,2025-26
81,UKG,A,80,07/07/2025,2025-26
82,UKG,A,81,07/07/2025,2025-26
83,UKG,A,82,07/07/2025,2025-26
84,UKG,A,83,07/07/2025,2025-26
85,UKG,A,84,07/07/2025,2025-26
86,UKG,A,85,07/07/2025,2025-26
87,UKG,A,86,07/07/2025,2025-26
88,UKG,A,87,07/07/2025,2025-26
89,UKG,A,88,07/07/2025,2025-26
90,UKG,A,89,07/07/2025,2025-26
91,UKG,A,90,07/07/2025,2025-26
92,UKG,A,91,07/07/2025,2025-26
93,Grade 1,A,92,07/07/2025,2025-26
94,Grade 1,A,93,07/07/2025,2025-26
95,Grade 1,A,94,07/07/2025,2025-26
96,Grade 1,A,95,07/07/2025,2025-26
97,Grade 1,A,96,07/07/2025,2025-26
98,Grade 1,A,97,07/07/2025,2025-26
99,Grade 1,A,98,07/07/2025,2025-26
100,Grade 1,A,99,07/07/2025,2025-26
101,Grade 1,A,100,07/07/2025,2025-26
102,Grade 1,A,101,07/07/2025,2025-26
103,Grade 1,A,102,07/07/2025,2025-26
104,Grade 1,A,103,07/07/2025,2025-26
105,Grade 1,A,104,07/07/2025,2025-26
106,Grade 1,A,105,07/07/2025,2025-26
107,Grade 1,A,106,07/07/2025,2025-26
108,Grade 1,A,107,07/07/2025,2025-26
109,Grade 1,A,108,07/07/2025,2025-26
110,Grade 1,A,109,07/07/2025,2025-26
111,Grade 1,A,110,07/07/2025,2025-26
112,Grade 1,A,111,07/07/2025,2025-26
113,Grade 1,A,112,07/07/2025,2025-26
114,Grade 1,A,113,07/07/2025,2025-26
115,Grade 1,A,114,07/07/2025,2025-26
116,Grade 1,A,115,07/07/2025,2025-26
117,Grade 1,A,116,07/07/2025,2025-26
118,Grade 2,A,117,07/07/2025,2025-26
119,Grade 2,A,118,07/07/2025,2025-26
120,Grade 2,A,119,07/07/2025,2025-26
121,Grade 2,A,120,07/07/2025,2025-26
122,Grade 2,A,121,07/07/2025,2025-26
123,Grade 2,A,122,07/07/2025,2025-26
124,Grade 2,A,123,07/07/2025,2025-26
125,Grade 2,A,124,07/07/2025,2025-26
126,Grade 2,A,125,07/07/2025,2025-26
127,Grade 2,A,126,07/07/2025,2025-26
128,Grade 2,A,127,07/07/2025,2025-26
129,Grade 2,A,128,07/07/2025,2025-26
130,Grade 2,A,129,07/07/2025,2025-26
131,Grade 2,A,130,07/07/2025,2025-26
132,Grade 2,A,131,07/07/2025,2025-26
133,Grade 2,A,132,07/07/2025,2025-26
134,Grade 3,A,133,07/07/2025,2025-26
135,Grade 3,A,134,07/07/2025,2025-26
136,Grade 3,A,135,07/07/2025,2025-26
137,Grade 3,A,136,07/07/2025,2025-26
138,Grade 3,A,137,07/07/2025,2025-26
139,Grade 3,A,138,07/07/2025,2025-26
140,Grade 3,A,139,07/07/2025,2025-26
141,Grade 3,A,140,07/07/2025,2025-26
142,Grade 4,A,141,07/07/2025,2025-26
143,Grade 4,A,142,07/07/2025,2025-26
144,Grade 4,A,143,07/07/2025,2025-26
145,Grade 4,A,144,07/07/2025,2025-26
146,Grade 4,A,145,07/07/2025,2025-26
147,Grade 4,A,146,07/07/2025,2025-26
148,Grade 5,A,147,07/07/2025,2025-26
149,Grade 5,A,148,07/07/2025,2025-26
150,Grade 5,A,149,07/07/2025,2025-26
151,Grade 5,A,150,07/07/2025,2025-26
152,Grade 5,A,151,07/07/2025,2025-26
NMS-0153,LKG,A,152,16/07/2025,2025-26
NMS-0154,LKG,A,153,19/07/2025,2025-26
NMS-0155,Grade 1,A,154,16/07/2025,2025-26
NMS-0156,Nursery,A,155,14/07/2025,2025-26
NMS-0157,Grade 4,A,156,17/07/2025,2025-26
NMS-0158,Grade 1,A,157,20/07/2025,2025-26
