transaction_id,admission_number,isbn,issue_date,due_date,return_date,fine_amount,status
LIB00080,STU20240080,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00081,STU20240081,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00082,STU20240082,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00083,STU20240083,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00084,STU20240084,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00085,STU20240085,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00086,STU20240086,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00087,STU20240087,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00088,STU20240088,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00089,STU20240089,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00090,STU20240090,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00091,STU20240091,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00092,STU20240092,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00093,STU20240093,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00094,STU20240094,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00095,STU20240095,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00096,STU20240096,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00097,STU20240097,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00098,STU20240098,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00099,STU20240099,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00100,STU20240100,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00101,STU20240101,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00102,STU20240102,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00103,STU20240103,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00104,STU20240104,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00105,STU20240105,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00106,STU20240106,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00107,STU20240107,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00108,STU20240108,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00109,STU20240109,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00110,STU20240110,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00111,STU20240111,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00112,STU20240112,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00113,STU20240113,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00114,STU20240114,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00115,STU20240115,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00116,STU20240116,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00117,STU20240117,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00118,STU20240118,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00119,STU20240119,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00120,STU20240120,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00121,STU20240121,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00122,STU20240122,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00123,STU20240123,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00124,STU20240124,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00125,STU20240125,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00126,STU20240126,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00127,STU20240127,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00128,STU20240128,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00129,STU20240129,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00130,STU20240130,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00131,STU20240131,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00132,STU20240132,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00133,STU20240133,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00134,STU20240134,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00135,STU20240135,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00136,STU20240136,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00137,STU20240137,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00138,STU20240138,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00139,STU20240139,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00140,STU20240140,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00141,STU20240141,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00142,STU20240142,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00143,STU20240143,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00144,STU20240144,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00145,STU20240145,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00146,STU20240146,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00147,STU20240147,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00148,STU20240148,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00149,STU20240149,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00150,STU20240150,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00151,STU20240151,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00152,STU20240152,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00153,STU20240153,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00154,STU20240154,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00155,STU20240155,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00156,STU20240156,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00157,STU20240157,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00158,STU20240158,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00159,STU20240159,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00160,STU20240160,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00161,STU20240161,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00162,STU20240162,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00163,STU20240163,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00164,STU20240164,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00165,STU20240165,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00166,STU20240166,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00167,STU20240167,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00168,STU20240168,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00169,STU20240169,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00170,STU20240170,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00171,STU20240171,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00172,STU20240172,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00173,STU20240173,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00174,STU20240174,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00175,STU20240175,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00176,STU20240176,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00177,STU20240177,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00178,STU20240178,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00179,STU20240179,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00180,STU20240180,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00181,STU20240181,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00182,STU20240182,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00183,STU20240183,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00184,STU20240184,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00185,STU20240185,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00186,STU20240186,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00187,STU20240187,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00188,STU20240188,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00189,STU20240189,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00190,STU20240190,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00191,STU20240191,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00192,STU20240192,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00193,STU20240193,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00194,STU20240194,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00195,STU20240195,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00196,STU20240196,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00197,STU20240197,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00198,STU20240198,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00199,STU20240199,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
LIB00200,STU20240200,9789389620001,01-07-2024,15-07-2024,,0,ISSUED
