admission_number,exam_name,subject_code,max_marks,marks_obtained,grade,exam_date,academic_year
STU20240107,Midterm,MATH10,100,54,C,10-09-2024,2024-25
STU20240108,Midterm,MATH10,100,55,C,10-09-2024,2024-25
STU20240109,Midterm,MATH10,100,56,C,10-09-2024,2024-25
STU20240110,Midterm,MATH10,100,57,C,10-09-2024,2024-25
STU20240111,Midterm,MATH10,100,58,C,10-09-2024,2024-25
STU20240112,Midterm,MATH10,100,59,C,10-09-2024,2024-25
STU20240113,Midterm,MATH10,100,60,B,10-09-2024,2024-25
STU20240114,Midterm,MATH10,100,61,B,10-09-2024,2024-25
STU20240115,Midterm,MATH10,100,62,B,10-09-2024,2024-25
STU20240116,Midterm,MATH10,100,63,B,10-09-2024,2024-25
STU20240117,Midterm,MATH10,100,64,B,10-09-2024,2024-25
STU20240118,Midterm,MATH10,100,65,B,10-09-2024,2024-25
STU20240119,Midterm,MATH10,100,66,B,10-09-2024,2024-25
STU20240120,Midterm,MATH10,100,67,B,10-09-2024,2024-25
STU20240121,Midterm,MATH10,100,68,B,10-09-2024,2024-25
STU20240122,Midterm,MATH10,100,69,B,10-09-2024,2024-25
STU20240123,Midterm,MATH10,100,70,B+,10-09-2024,2024-25
STU20240124,Midterm,MATH10,100,71,B+,10-09-2024,2024-25
STU20240125,Midterm,MATH10,100,72,B+,10-09-2024,2024-25
STU20240126,Midterm,MATH10,100,73,B+,10-09-2024,2024-25
STU20240127,Midterm,MATH10,100,74,B+,10-09-2024,2024-25
STU20240128,Midterm,MATH10,100,75,B+,10-09-2024,2024-25
STU20240129,Midterm,MATH10,100,76,B+,10-09-2024,2024-25
STU20240130,Midterm,MATH10,100,77,B+,10-09-2024,2024-25
STU20240131,Midterm,MATH10,100,78,B+,10-09-2024,2024-25
STU20240132,Midterm,MATH10,100,79,B+,10-09-2024,2024-25
STU20240133,Midterm,MATH10,100,80,A,10-09-2024,2024-25
STU20240134,Midterm,MATH10,100,81,A,10-09-2024,2024-25
STU20240135,Midterm,MATH10,100,82,A,10-09-2024,2024-25
STU20240136,Midterm,MATH10,100,83,A,10-09-2024,2024-25
STU20240137,Midterm,MATH10,100,84,A,10-09-2024,2024-25
STU20240138,Midterm,MATH10,100,85,A,10-09-2024,2024-25
STU20240139,Midterm,MATH10,100,86,A,10-09-2024,2024-25
STU20240140,Midterm,MATH10,100,87,A,10-09-2024,2024-25
STU20240141,Midterm,MATH10,100,88,A,10-09-2024,2024-25
STU20240142,Midterm,MATH10,100,89,A,10-09-2024,2024-25
STU20240143,Midterm,MATH10,100,90,A+,10-09-2024,2024-25
STU20240144,Midterm,MATH10,100,91,A+,10-09-2024,2024-25
STU20240145,Midterm,MATH10,100,92,A+,10-09-2024,2024-25
STU20240146,Midterm,MATH10,100,93,A+,10-09-2024,2024-25
STU20240147,Midterm,MATH10,100,94,A+,10-09-2024,2024-25
STU20240148,Midterm,MATH10,100,95,A+,10-09-2024,2024-25
STU20240149,Midterm,MATH10,100,96,A+,10-09-2024,2024-25
STU20240150,Midterm,MATH10,100,97,A+,10-09-2024,2024-25
STU20240151,Midterm,MATH10,100,98,A+,10-09-2024,2024-25
STU20240152,Midterm,MATH10,100,99,A+,10-09-2024,2024-25
STU20240153,Midterm,MATH10,100,100,A+,10-09-2024,2024-25
STU20240154,Midterm,MATH10,100,50,C,10-09-2024,2024-25
STU20240155,Midterm,MATH10,100,51,C,10-09-2024,2024-25
STU20240156,Midterm,MATH10,100,52,C,10-09-2024,2024-25
STU20240157,Midterm,MATH10,100,53,C,10-09-2024,2024-25
STU20240158,Midterm,MATH10,100,54,C,10-09-2024,2024-25
STU20240159,Midterm,MATH10,100,55,C,10-09-2024,2024-25
STU20240160,Midterm,MATH10,100,56,C,10-09-2024,2024-25
STU20240161,Midterm,MATH10,100,57,C,10-09-2024,2024-25
STU20240162,Midterm,MATH10,100,58,C,10-09-2024,2024-25
STU20240163,Midterm,MATH10,100,59,C,10-09-2024,2024-25
STU20240164,Midterm,MATH10,100,60,B,10-09-2024,2024-25
STU20240165,Midterm,MATH10,100,61,B,10-09-2024,2024-25
STU20240166,Midterm,MATH10,100,62,B,10-09-2024,2024-25
STU20240167,Midterm,MATH10,100,63,B,10-09-2024,2024-25
STU20240168,Midterm,MATH10,100,64,B,10-09-2024,2024-25
STU20240169,Midterm,MATH10,100,65,B,10-09-2024,2024-25
STU20240170,Midterm,MATH10,100,66,B,10-09-2024,2024-25
STU20240171,Midterm,MATH10,100,67,B,10-09-2024,2024-25
STU20240172,Midterm,MATH10,100,68,B,10-09-2024,2024-25
STU20240173,Midterm,MATH10,100,69,B,10-09-2024,2024-25
STU20240174,Midterm,MATH10,100,70,B+,10-09-2024,2024-25
STU20240175,Midterm,MATH10,100,71,B+,10-09-2024,2024-25
STU20240176,Midterm,MATH10,100,72,B+,10-09-2024,2024-25
STU20240177,Midterm,MATH10,100,73,B+,10-09-2024,2024-25
STU20240178,Midterm,MATH10,100,74,B+,10-09-2024,2024-25
STU20240179,Midterm,MATH10,100,75,B+,10-09-2024,2024-25
STU20240180,Midterm,MATH10,100,76,B+,10-09-2024,2024-25
STU20240181,Midterm,MATH10,100,77,B+,10-09-2024,2024-25
STU20240182,Midterm,MATH10,100,78,B+,10-09-2024,2024-25
STU20240183,Midterm,MATH10,100,79,B+,10-09-2024,2024-25
STU20240184,Midterm,MATH10,100,80,A,10-09-2024,2024-25
STU20240185,Midterm,MATH10,100,81,A,10-09-2024,2024-25
STU20240186,Midterm,MATH10,100,82,A,10-09-2024,2024-25
STU20240187,Midterm,MATH10,100,83,A,10-09-2024,2024-25
STU20240188,Midterm,MATH10,100,84,A,10-09-2024,2024-25
STU20240189,Midterm,MATH10,100,85,A,10-09-2024,2024-25
STU20240190,Midterm,MATH10,100,86,A,10-09-2024,2024-25
STU20240191,Midterm,MATH10,100,87,A,10-09-2024,2024-25
STU20240192,Midterm,MATH10,100,88,A,10-09-2024,2024-25
STU20240193,Midterm,MATH10,100,89,A,10-09-2024,2024-25
STU20240194,Midterm,MATH10,100,90,A+,10-09-2024,2024-25
STU20240195,Midterm,MATH10,100,91,A+,10-09-2024,2024-25
STU20240196,Midterm,MATH10,100,92,A+,10-09-2024,2024-25
STU20240197,Midterm,MATH10,100,93,A+,10-09-2024,2024-25
STU20240198,Midterm,MATH10,100,94,A+,10-09-2024,2024-25
STU20240199,Midterm,MATH10,100,95,A+,10-09-2024,2024-25
STU20240200,Midterm,MATH10,100,96,A+,10-09-2024,2024-25
STU20240201,Midterm,MATH10,100,97,A+,10-09-2024,2024-25
STU20240202,Midterm,MATH10,100,98,A+,10-09-2024,2024-25
STU20240203,Midterm,MATH10,100,99,A+,10-09-2024,2024-25
STU20240204,Midterm,MATH10,100,100,A+,10-09-2024,2024-25
STU20240205,Midterm,MATH10,100,50,C,10-09-2024,2024-25
STU20240206,Midterm,MATH10,100,51,C,10-09-2024,2024-25
STU20240207,Midterm,MATH10,100,52,C,10-09-2024,2024-25
STU20240208,Midterm,MATH10,100,53,C,10-09-2024,2024-25
STU20240209,Midterm,MATH10,100,54,C,10-09-2024,2024-25
STU20240210,Midterm,MATH10,100,55,C,10-09-2024,2024-25
STU20240211,Midterm,MATH10,100,56,C,10-09-2024,2024-25
STU20240212,Midterm,MATH10,100,57,C,10-09-2024,2024-25
STU20240213,Midterm,MATH10,100,58,C,10-09-2024,2024-25
STU20240214,Midterm,MATH10,100,59,C,10-09-2024,2024-25
STU20240215,Midterm,MATH10,100,60,B,10-09-2024,2024-25
STU20240216,Midterm,MATH10,100,61,B,10-09-2024,2024-25
STU20240217,Midterm,MATH10,100,62,B,10-09-2024,2024-25
STU20240218,Midterm,MATH10,100,63,B,10-09-2024,2024-25
STU20240219,Midterm,MATH10,100,64,B,10-09-2024,2024-25
STU20240220,Midterm,MATH10,100,65,B,10-09-2024,2024-25
STU20240221,Midterm,MATH10,100,66,B,10-09-2024,2024-25
STU20240222,Midterm,MATH10,100,67,B,10-09-2024,2024-25
STU20240223,Midterm,MATH10,100,68,B,10-09-2024,2024-25
STU20240224,Midterm,MATH10,100,69,B,10-09-2024,2024-25
STU20240225,Midterm,MATH10,100,70,B+,10-09-2024,2024-25
STU20240226,Midterm,MATH10,100,71,B+,10-09-2024,2024-25
STU20240227,Midterm,MATH10,100,72,B+,10-09-2024,2024-25
STU20240228,Midterm,MATH10,100,73,B+,10-09-2024,2024-25
STU20240229,Midterm,MATH10,100,74,B+,10-09-2024,2024-25
STU20240230,Midterm,MATH10,100,75,B+,10-09-2024,2024-25
STU20240231,Midterm,MATH10,100,76,B+,10-09-2024,2024-25
STU20240232,Midterm,MATH10,100,77,B+,10-09-2024,2024-25
STU20240233,Midterm,MATH10,100,78,B+,10-09-2024,2024-25
STU20240234,Midterm,MATH10,100,79,B+,10-09-2024,2024-25
STU20240235,Midterm,MATH10,100,80,A,10-09-2024,2024-25
STU20240236,Midterm,MATH10,100,81,A,10-09-2024,2024-25
STU20240237,Midterm,MATH10,100,82,A,10-09-2024,2024-25
STU20240238,Midterm,MATH10,100,83,A,10-09-2024,2024-25
STU20240239,Midterm,MATH10,100,84,A,10-09-2024,2024-25
STU20240240,Midterm,MATH10,100,85,A,10-09-2024,2024-25
STU20240241,Midterm,MATH10,100,86,A,10-09-2024,2024-25
STU20240242,Midterm,MATH10,100,87,A,10-09-2024,2024-25
STU20240243,Midterm,MATH10,100,88,A,10-09-2024,2024-25
STU20240244,Midterm,MATH10,100,89,A,10-09-2024,2024-25
STU20240245,Midterm,MATH10,100,90,A+,10-09-2024,2024-25
STU20240246,Midterm,MATH10,100,91,A+,10-09-2024,2024-25
STU20240247,Midterm,MATH10,100,92,A+,10-09-2024,2024-25
STU20240248,Midterm,MATH10,100,93,A+,10-09-2024,2024-25
STU20240249,Midterm,MATH10,100,94,A+,10-09-2024,2024-25
STU20240250,Midterm,MATH10,100,95,A+,10-09-2024,2024-25
STU20240251,Midterm,MATH10,100,96,A+,10-09-2024,2024-25
STU20240252,Midterm,MATH10,100,97,A+,10-09-2024,2024-25
STU20240253,Midterm,MATH10,100,98,A+,10-09-2024,2024-25
STU20240254,Midterm,MATH10,100,99,A+,10-09-2024,2024-25
STU20240255,Midterm,MATH10,100,100,A+,10-09-2024,2024-25
STU20240256,Midterm,MATH10,100,50,C,10-09-2024,2024-25
STU20240257,Midterm,MATH10,100,51,C,10-09-2024,2024-25
STU20240258,Midterm,MATH10,100,52,C,10-09-2024,2024-25
STU20240259,Midterm,MATH10,100,53,C,10-09-2024,2024-25
STU20240260,Midterm,MATH10,100,54,C,10-09-2024,2024-25
STU20240261,Midterm,MATH10,100,55,C,10-09-2024,2024-25
STU20240262,Midterm,MATH10,100,56,C,10-09-2024,2024-25
STU20240263,Midterm,MATH10,100,57,C,10-09-2024,2024-25
STU20240264,Midterm,MATH10,100,58,C,10-09-2024,2024-25
STU20240265,Midterm,MATH10,100,59,C,10-09-2024,2024-25
STU20240266,Midterm,MATH10,100,60,B,10-09-2024,2024-25
STU20240267,Midterm,MATH10,100,61,B,10-09-2024,2024-25
STU20240268,Midterm,MATH10,100,62,B,10-09-2024,2024-25
STU20240269,Midterm,MATH10,100,63,B,10-09-2024,2024-25
STU20240270,Midterm,MATH10,100,64,B,10-09-2024,2024-25
STU20240271,Midterm,MATH10,100,65,B,10-09-2024,2024-25
STU20240272,Midterm,MATH10,100,66,B,10-09-2024,2024-25
STU20240273,Midterm,MATH10,100,67,B,10-09-2024,2024-25
STU20240274,Midterm,MATH10,100,68,B,10-09-2024,2024-25
STU20240275,Midterm,MATH10,100,69,B,10-09-2024,2024-25
STU20240276,Midterm,MATH10,100,70,B+,10-09-2024,2024-25
STU20240277,Midterm,MATH10,100,71,B+,10-09-2024,2024-25
STU20240278,Midterm,MATH10,100,72,B+,10-09-2024,2024-25
STU20240279,Midterm,MATH10,100,73,B+,10-09-2024,2024-25
STU20240280,Midterm,MATH10,100,74,B+,10-09-2024,2024-25
STU20240281,Midterm,MATH10,100,75,B+,10-09-2024,2024-25
STU20240282,Midterm,MATH10,100,76,B+,10-09-2024,2024-25
STU20240283,Midterm,MATH10,100,77,B+,10-09-2024,2024-25
STU20240284,Midterm,MATH10,100,78,B+,10-09-2024,2024-25
STU20240285,Midterm,MATH10,100,79,B+,10-09-2024,2024-25
STU20240286,Midterm,MATH10,100,80,A,10-09-2024,2024-25
STU20240287,Midterm,MATH10,100,81,A,10-09-2024,2024-25
STU20240288,Midterm,MATH10,100,82,A,10-09-2024,2024-25
STU20240289,Midterm,MATH10,100,83,A,10-09-2024,2024-25
STU20240290,Midterm,MATH10,100,84,A,10-09-2024,2024-25
STU20240291,Midterm,MATH10,100,85,A,10-09-2024,2024-25
STU20240292,Midterm,MATH10,100,86,A,10-09-2024,2024-25
STU20240293,Midterm,MATH10,100,87,A,10-09-2024,2024-25
STU20240294,Midterm,MATH10,100,88,A,10-09-2024,2024-25
STU20240295,Midterm,MATH10,100,89,A,10-09-2024,2024-25
STU20240296,Midterm,MATH10,100,90,A+,10-09-2024,2024-25
STU20240297,Midterm,MATH10,100,91,A+,10-09-2024,2024-25
STU20240298,Midterm,MATH10,100,92,A+,10-09-2024,2024-25
STU20240299,Midterm,MATH10,100,93,A+,10-09-2024,2024-25
STU20240300,Midterm,MATH10,100,94,A+,10-09-2024,2024-25
STU20240301,Midterm,MATH10,100,95,A+,10-09-2024,2024-25
STU20240302,Midterm,MATH10,100,96,A+,10-09-2024,2024-25
STU20240303,Midterm,MATH10,100,97,A+,10-09-2024,2024-25
STU20240304,Midterm,MATH10,100,98,A+,10-09-2024,2024-25
STU20240305,Midterm,MATH10,100,99,A+,10-09-2024,2024-25
STU20240306,Midterm,MATH10,100,100,A+,10-09-2024,2024-25
STU20240307,Midterm,MATH10,100,50,C,10-09-2024,2024-25
STU20240308,Midterm,MATH10,100,51,C,10-09-2024,2024-25
STU20240309,Midterm,MATH10,100,52,C,10-09-2024,2024-25
STU20240310,Midterm,MATH10,100,53,C,10-09-2024,2024-25
STU20240311,Midterm,MATH10,100,54,C,10-09-2024,2024-25
STU20240312,Midterm,MATH10,100,55,C,10-09-2024,2024-25
STU20240313,Midterm,MATH10,100,56,C,10-09-2024,2024-25
STU20240314,Midterm,MATH10,100,57,C,10-09-2024,2024-25
STU20240315,Midterm,MATH10,100,58,C,10-09-2024,2024-25
STU20240316,Midterm,MATH10,100,59,C,10-09-2024,2024-25
STU20240317,Midterm,MATH10,100,60,B,10-09-2024,2024-25
STU20240318,Midterm,MATH10,100,61,B,10-09-2024,2024-25
STU20240319,Midterm,MATH10,100,62,B,10-09-2024,2024-25
STU20240320,Midterm,MATH10,100,63,B,10-09-2024,2024-25
STU20240321,Midterm,MATH10,100,64,B,10-09-2024,2024-25
STU20240322,Midterm,MATH10,100,65,B,10-09-2024,2024-25
STU20240323,Midterm,MATH10,100,66,B,10-09-2024,2024-25
STU20240324,Midterm,MATH10,100,67,B,10-09-2024,2024-25
STU20240325,Midterm,MATH10,100,68,B,10-09-2024,2024-25
STU20240326,Midterm,MATH10,100,69,B,10-09-2024,2024-25
STU20240327,Midterm,MATH10,100,70,B+,10-09-2024,2024-25
STU20240328,Midterm,MATH10,100,71,B+,10-09-2024,2024-25
STU20240329,Midterm,MATH10,100,72,B+,10-09-2024,2024-25
STU20240330,Midterm,MATH10,100,73,B+,10-09-2024,2024-25
STU20240331,Midterm,MATH10,100,74,B+,10-09-2024,2024-25
STU20240332,Midterm,MATH10,100,75,B+,10-09-2024,2024-25
STU20240333,Midterm,MATH10,100,76,B+,10-09-2024,2024-25
STU20240334,Midterm,MATH10,100,77,B+,10-09-2024,2024-25
STU20240335,Midterm,MATH10,100,78,B+,10-09-2024,2024-25
STU20240336,Midterm,MATH10,100,79,B+,10-09-2024,2024-25
STU20240337,Midterm,MATH10,100,80,A,10-09-2024,2024-25
STU20240338,Midterm,MATH10,100,81,A,10-09-2024,2024-25
STU20240339,Midterm,MATH10,100,82,A,10-09-2024,2024-25
STU20240340,Midterm,MATH10,100,83,A,10-09-2024,2024-25
STU20240341,Midterm,MATH10,100,84,A,10-09-2024,2024-25
STU20240342,Midterm,MATH10,100,85,A,10-09-2024,2024-25
STU20240343,Midterm,MATH10,100,86,A,10-09-2024,2024-25
STU20240344,Midterm,MATH10,100,87,A,10-09-2024,2024-25
STU20240345,Midterm,MATH10,100,88,A,10-09-2024,2024-25
STU20240346,Midterm,MATH10,100,89,A,10-09-2024,2024-25
STU20240347,Midterm,MATH10,100,90,A+,10-09-2024,2024-25
STU20240348,Midterm,MATH10,100,91,A+,10-09-2024,2024-25
STU20240349,Midterm,MATH10,100,92,A+,10-09-2024,2024-25
STU20240350,Midterm,MATH10,100,93,A+,10-09-2024,2024-25
STU20240351,Midterm,MATH10,100,94,A+,10-09-2024,2024-25
STU20240352,Midterm,MATH10,100,95,A+,10-09-2024,2024-25
STU20240353,Midterm,MATH10,100,96,A+,10-09-2024,2024-25
STU20240354,Midterm,MATH10,100,97,A+,10-09-2024,2024-25
STU20240355,Midterm,MATH10,100,98,A+,10-09-2024,2024-25
STU20240356,Midterm,MATH10,100,99,A+,10-09-2024,2024-25
STU20240357,Midterm,MATH10,100,100,A+,10-09-2024,2024-25
STU20240358,Midterm,MATH10,100,50,C,10-09-2024,2024-25
STU20240359,Midterm,MATH10,100,51,C,10-09-2024,2024-25
STU20240360,Midterm,MATH10,100,52,C,10-09-2024,2024-25
STU20240361,Midterm,MATH10,100,53,C,10-09-2024,2024-25
STU20240362,Midterm,MATH10,100,54,C,10-09-2024,2024-25
STU20240363,Midterm,MATH10,100,55,C,10-09-2024,2024-25
STU20240364,Midterm,MATH10,100,56,C,10-09-2024,2024-25
STU20240365,Midterm,MATH10,100,57,C,10-09-2024,2024-25
STU20240366,Midterm,MATH10,100,58,C,10-09-2024,2024-25
STU20240367,Midterm,MATH10,100,59,C,10-09-2024,2024-25
STU20240368,Midterm,MATH10,100,60,B,10-09-2024,2024-25
STU20240369,Midterm,MATH10,100,61,B,10-09-2024,2024-25
STU20240370,Midterm,MATH10,100,62,B,10-09-2024,2024-25
STU20240371,Midterm,MATH10,100,63,B,10-09-2024,2024-25
STU20240372,Midterm,MATH10,100,64,B,10-09-2024,2024-25
STU20240373,Midterm,MATH10,100,65,B,10-09-2024,2024-25
STU20240374,Midterm,MATH10,100,66,B,10-09-2024,2024-25
STU20240375,Midterm,MATH10,100,67,B,10-09-2024,2024-25
STU20240376,Midterm,MATH10,100,68,B,10-09-2024,2024-25
STU20240377,Midterm,MATH10,100,69,B,10-09-2024,2024-25
STU20240378,Midterm,MATH10,100,70,B+,10-09-2024,2024-25
STU20240379,Midterm,MATH10,100,71,B+,10-09-2024,2024-25
STU20240380,Midterm,MATH10,100,72,B+,10-09-2024,2024-25
STU20240381,Midterm,MATH10,100,73,B+,10-09-2024,2024-25
STU20240382,Midterm,MATH10,100,74,B+,10-09-2024,2024-25
STU20240383,Midterm,MATH10,100,75,B+,10-09-2024,2024-25
STU20240384,Midterm,MATH10,100,76,B+,10-09-2024,2024-25
STU20240385,Midterm,MATH10,100,77,B+,10-09-2024,2024-25
STU20240386,Midterm,MATH10,100,78,B+,10-09-2024,2024-25
STU20240387,Midterm,MATH10,100,79,B+,10-09-2024,2024-25
STU20240388,Midterm,MATH10,100,80,A,10-09-2024,2024-25
STU20240389,Midterm,MATH10,100,81,A,10-09-2024,2024-25
STU20240390,Midterm,MATH10,100,82,A,10-09-2024,2024-25
STU20240391,Midterm,MATH10,100,83,A,10-09-2024,2024-25
STU20240392,Midterm,MATH10,100,84,A,10-09-2024,2024-25
STU20240393,Midterm,MATH10,100,85,A,10-09-2024,2024-25
STU20240394,Midterm,MATH10,100,86,A,10-09-2024,2024-25
STU20240395,Midterm,MATH10,100,87,A,10-09-2024,2024-25
STU20240396,Midterm,MATH10,100,88,A,10-09-2024,2024-25
STU20240397,Midterm,MATH10,100,89,A,10-09-2024,2024-25
STU20240398,Midterm,MATH10,100,90,A+,10-09-2024,2024-25
STU20240399,Midterm,MATH10,100,91,A+,10-09-2024,2024-25
STU20240400,Midterm,MATH10,100,92,A+,10-09-2024,2024-25
STU20240401,Midterm,MATH10,100,93,A+,10-09-2024,2024-25
STU20240402,Midterm,MATH10,100,94,A+,10-09-2024,2024-25
STU20240403,Midterm,MATH10,100,95,A+,10-09-2024,2024-25
STU20240404,Midterm,MATH10,100,96,A+,10-09-2024,2024-25
