subject_name,subject_code,class_name,credit_hours,is_elective,max_marks
History 2,SUB0374,Grade 2,3,false,100
Geography 3,SUB0375,Grade 3,4,false,100
Computer 1,SUB0376,Grade 4,5,true,100
Art 2,SUB0377,Grade 5,2,false,100
Music 3,SUB0378,Grade 6,3,false,100
Physical Education 1,SUB0379,Grade 7,4,false,100
Economics 2,SUB0380,Grade 8,5,false,100
Mathematics 3,SUB0381,Grade 9,2,true,100
Science 1,SUB0382,Grade 10,3,false,100
English 2,SUB0383,Grade 11,4,false,100
History 3,SUB0384,Grade 12,5,false,100
Geography 1,SUB0385,Grade 1,2,false,100
Computer 2,SUB0386,Grade 2,3,true,100
Art 3,SUB0387,Grade 3,4,false,100
Music 1,SUB0388,Grade 4,5,false,100
Physical Education 2,SUB0389,Grade 5,2,false,100
Economics 3,SUB0390,Grade 6,3,false,100
Mathematics 1,SUB0391,Grade 7,4,true,100
Science 2,SUB0392,Grade 8,5,false,100
English 3,SUB0393,Grade 9,2,false,100
History 1,SUB0394,Grade 10,3,false,100
Geography 2,SUB0395,Grade 11,4,false,100
Computer 3,SUB0396,Grade 12,5,true,100
Art 1,SUB0397,Grade 1,2,false,100
Music 2,SUB0398,Grade 2,3,false,100
Physical Education 3,SUB0399,Grade 3,4,false,100
Economics 1,SUB0400,Grade 4,5,false,100
Mathematics 2,SUB0401,Grade 5,2,true,100
Science 3,SUB0402,Grade 6,3,false,100
English 1,SUB0403,Grade 7,4,false,100
History 2,SUB0404,Grade 8,5,false,100
Geography 3,SUB0405,Grade 9,2,false,100
Computer 1,SUB0406,Grade 10,3,true,100
Art 2,SUB0407,Grade 11,4,false,100
Music 3,SUB0408,Grade 12,5,false,100
Physical Education 1,SUB0409,Grade 1,2,false,100
Economics 2,SUB0410,Grade 2,3,false,100
Mathematics 3,SUB0411,Grade 3,4,true,100
Science 1,SUB0412,Grade 4,5,false,100
English 2,SUB0413,Grade 5,2,false,100
History 3,SUB0414,Grade 6,3,false,100
Geography 1,SUB0415,Grade 7,4,false,100
Computer 2,SUB0416,Grade 8,5,true,100
Art 3,SUB0417,Grade 9,2,false,100
Music 1,SUB0418,Grade 10,3,false,100
Physical Education 2,SUB0419,Grade 11,4,false,100
Economics 3,SUB0420,Grade 12,5,false,100
Mathematics 1,SUB0421,Grade 1,2,true,100
Science 2,SUB0422,Grade 2,3,false,100
English 3,SUB0423,Grade 3,4,false,100
History 1,SUB0424,Grade 4,5,false,100
Geography 2,SUB0425,Grade 5,2,false,100
Computer 3,SUB0426,Grade 6,3,true,100
Art 1,SUB0427,Grade 7,4,false,100
Music 2,SUB0428,Grade 8,5,false,100
Physical Education 3,SUB0429,Grade 9,2,false,100
Economics 1,SUB0430,Grade 10,3,false,100
Mathematics 2,SUB0431,Grade 11,4,true,100
Science 3,SUB0432,Grade 12,5,false,100
English 1,SUB0433,Grade 1,2,false,100
History 2,SUB0434,Grade 2,3,false,100
Geography 3,SUB0435,Grade 3,4,false,100
Computer 1,SUB0436,Grade 4,5,true,100
Art 2,SUB0437,Grade 5,2,false,100
Music 3,SUB0438,Grade 6,3,false,100
Physical Education 1,SUB0439,Grade 7,4,false,100
Economics 2,SUB0440,Grade 8,5,false,100
Mathematics 3,SUB0441,Grade 9,2,true,100
Science 1,SUB0442,Grade 10,3,false,100
English 2,SUB0443,Grade 11,4,false,100
History 3,SUB0444,Grade 12,5,false,100
Geography 1,SUB0445,Grade 1,2,false,100
Computer 2,SUB0446,Grade 2,3,true,100
Art 3,SUB0447,Grade 3,4,false,100
Music 1,SUB0448,Grade 4,5,false,100
Physical Education 2,SUB0449,Grade 5,2,false,100
Economics 3,SUB0450,Grade 6,3,false,100
Mathematics 1,SUB0451,Grade 7,4,true,100
Science 2,SUB0452,Grade 8,5,false,100
English 3,SUB0453,Grade 9,2,false,100
History 1,SUB0454,Grade 10,3,false,100
Geography 2,SUB0455,Grade 11,4,false,100
Computer 3,SUB0456,Grade 12,5,true,100
Art 1,SUB0457,Grade 1,2,false,100
Music 2,SUB0458,Grade 2,3,false,100
Physical Education 3,SUB0459,Grade 3,4,false,100
Economics 1,SUB0460,Grade 4,5,false,100
Mathematics 2,SUB0461,Grade 5,2,true,100
Science 3,SUB0462,Grade 6,3,false,100
English 1,SUB0463,Grade 7,4,false,100
History 2,SUB0464,Grade 8,5,false,100
Geography 3,SUB0465,Grade 9,2,false,100
Computer 1,SUB0466,Grade 10,3,true,100
Art 2,SUB0467,Grade 11,4,false,100
Music 3,SUB0468,Grade 12,5,false,100
Physical Education 1,SUB0469,Grade 1,2,false,100
Economics 2,SUB0470,Grade 2,3,false,100
Mathematics 3,SUB0471,Grade 3,4,true,100
Science 1,SUB0472,Grade 4,5,false,100
English 2,SUB0473,Grade 5,2,false,100
History 3,SUB0474,Grade 6,3,false,100
Geography 1,SUB0475,Grade 7,4,false,100
Computer 2,SUB0476,Grade 8,5,true,100
Art 3,SUB0477,Grade 9,2,false,100
Music 1,SUB0478,Grade 10,3,false,100
Physical Education 2,SUB0479,Grade 11,4,false,100
Economics 3,SUB0480,Grade 12,5,false,100
Mathematics 1,SUB0481,Grade 1,2,true,100
Science 2,SUB0482,Grade 2,3,false,100
English 3,SUB0483,Grade 3,4,false,100
History 1,SUB0484,Grade 4,5,false,100
Geography 2,SUB0485,Grade 5,2,false,100
Computer 3,SUB0486,Grade 6,3,true,100
Art 1,SUB0487,Grade 7,4,false,100
Music 2,SUB0488,Grade 8,5,false,100
Physical Education 3,SUB0489,Grade 9,2,false,100
Economics 1,SUB0490,Grade 10,3,false,100
Mathematics 2,SUB0491,Grade 11,4,true,100
Science 3,SUB0492,Grade 12,5,false,100
English 1,SUB0493,Grade 1,2,false,100
History 2,SUB0494,Grade 2,3,false,100
Geography 3,SUB0495,Grade 3,4,false,100
Computer 1,SUB0496,Grade 4,5,true,100
Art 2,SUB0497,Grade 5,2,false,100
Music 3,SUB0498,Grade 6,3,false,100
Physical Education 1,SUB0499,Grade 7,4,false,100
Economics 2,SUB0500,Grade 8,5,false,100
