admission_number,date,status,remarks
STU20240093,15-06-2024,PRESENT,
STU20240094,15-06-2024,PRESENT,
STU20240095,15-06-2024,PRESENT,
STU20240096,15-06-2024,PRESENT,
STU20240097,15-06-2024,PRESENT,
STU20240098,15-06-2024,PRESENT,
STU20240099,15-06-2024,ABSENT,
STU20240100,15-06-2024,PRESENT,
STU20240101,15-06-2024,PRESENT,
STU20240102,15-06-2024,PRESENT,
STU20240103,15-06-2024,PRESENT,
STU20240104,15-06-2024,PRESENT,
STU20240105,15-06-2024,PRESENT,
STU20240106,15-06-2024,ABSENT,
STU20240107,15-06-2024,PRESENT,
STU20240108,15-06-2024,PRESENT,
STU20240109,15-06-2024,PRESENT,
STU20240110,15-06-2024,PRESENT,
STU20240111,15-06-2024,PRESENT,
STU20240112,15-06-2024,PRESENT,
STU20240113,15-06-2024,ABSENT,
STU20240114,15-06-2024,PRESENT,
STU20240115,15-06-2024,PRESENT,
STU20240116,15-06-2024,PRESENT,
STU20240117,15-06-2024,PRESENT,
STU20240118,15-06-2024,PRESENT,
STU20240119,15-06-2024,PRESENT,
STU20240120,15-06-2024,ABSENT,
STU20240121,15-06-2024,PRESENT,
STU20240122,15-06-2024,PRESENT,
STU20240123,15-06-2024,PRESENT,
STU20240124,15-06-2024,PRESENT,
STU20240125,15-06-2024,PRESENT,
STU20240126,15-06-2024,PRESENT,
STU20240127,15-06-2024,ABSENT,
STU20240128,15-06-2024,PRESENT,
STU20240129,15-06-2024,PRESENT,
STU20240130,15-06-2024,PRESENT,
STU20240131,15-06-2024,PRESENT,
STU20240132,15-06-2024,PRESENT,
STU20240133,15-06-2024,PRESENT,
STU20240134,15-06-2024,ABSENT,
STU20240135,15-06-2024,PRESENT,
STU20240136,15-06-2024,PRESENT,
STU20240137,15-06-2024,PRESENT,
STU20240138,15-06-2024,PRESENT,
STU20240139,15-06-2024,PRESENT,
STU20240140,15-06-2024,PRESENT,
STU20240141,15-06-2024,ABSENT,
STU20240142,15-06-2024,PRESENT,
STU20240143,15-06-2024,PRESENT,
STU20240144,15-06-2024,PRESENT,
STU20240145,15-06-2024,PRESENT,
STU20240146,15-06-2024,PRESENT,
STU20240147,15-06-2024,PRESENT,
STU20240148,15-06-2024,ABSENT,
STU20240149,15-06-2024,PRESENT,
STU20240150,15-06-2024,PRESENT,
STU20240151,15-06-2024,PRESENT,
STU20240152,15-06-2024,PRESENT,
STU20240153,15-06-2024,PRESENT,
STU20240154,15-06-2024,PRESENT,
STU20240155,15-06-2024,ABSENT,
STU20240156,15-06-2024,PRESENT,
STU20240157,15-06-2024,PRESENT,
STU20240158,15-06-2024,PRESENT,
STU20240159,15-06-2024,PRESENT,
STU20240160,15-06-2024,PRESENT,
STU20240161,15-06-2024,PRESENT,
STU20240162,15-06-2024,ABSENT,
STU20240163,15-06-2024,PRESENT,
STU20240164,15-06-2024,PRESENT,
STU20240165,15-06-2024,PRESENT,
STU20240166,15-06-2024,PRESENT,
STU20240167,15-06-2024,PRESENT,
STU20240168,15-06-2024,PRESENT,
STU20240169,15-06-2024,ABSENT,
STU20240170,15-06-2024,PRESENT,
STU20240171,15-06-2024,PRESENT,
STU20240172,15-06-2024,PRESENT,
STU20240173,15-06-2024,PRESENT,
STU20240174,15-06-2024,PRESENT,
STU20240175,15-06-2024,PRESENT,
STU20240176,15-06-2024,ABSENT,
STU20240177,15-06-2024,PRESENT,
STU20240178,15-06-2024,PRESENT,
STU20240179,15-06-2024,PRESENT,
STU20240180,15-06-2024,PRESENT,
STU20240181,15-06-2024,PRESENT,
STU20240182,15-06-2024,PRESENT,
STU20240183,15-06-2024,ABSENT,
STU20240184,15-06-2024,PRESENT,
STU20240185,15-06-2024,PRESENT,
STU20240186,15-06-2024,PRESENT,
STU20240187,15-06-2024,PRESENT,
STU20240188,15-06-2024,PRESENT,
STU20240189,15-06-2024,PRESENT,
STU20240190,15-06-2024,ABSENT,
STU20240191,15-06-2024,PRESENT,
STU20240192,15-06-2024,PRESENT,
STU20240193,15-06-2024,PRESENT,
STU20240194,15-06-2024,PRESENT,
STU20240195,15-06-2024,PRESENT,
STU20240196,15-06-2024,PRESENT,
STU20240197,15-06-2024,ABSENT,
STU20240198,15-06-2024,PRESENT,
STU20240199,15-06-2024,PRESENT,
STU20240200,15-06-2024,PRESENT,
STU20240201,15-06-2024,PRESENT,
STU20240202,15-06-2024,PRESENT,
STU20240203,15-06-2024,PRESENT,
STU20240204,15-06-2024,ABSENT,
STU20240205,15-06-2024,PRESENT,
STU20240206,15-06-2024,PRESENT,
STU20240207,15-06-2024,PRESENT,
STU20240208,15-06-2024,PRESENT,
STU20240209,15-06-2024,PRESENT,
STU20240210,15-06-2024,PRESENT,
STU20240211,15-06-2024,ABSENT,
STU20240212,15-06-2024,PRESENT,
STU20240213,15-06-2024,PRESENT,
STU20240214,15-06-2024,PRESENT,
STU20240215,15-06-2024,PRESENT,
STU20240216,15-06-2024,PRESENT,
STU20240217,15-06-2024,PRESENT,
STU20240218,15-06-2024,ABSENT,
STU20240219,15-06-2024,PRESENT,
STU20240220,15-06-2024,PRESENT,
STU20240221,15-06-2024,PRESENT,
STU20240222,15-06-2024,PRESENT,
STU20240223,15-06-2024,PRESENT,
STU20240224,15-06-2024,PRESENT,
STU20240225,15-06-2024,ABSENT,
STU20240226,15-06-2024,PRESENT,
STU20240227,15-06-2024,PRESENT,
STU20240228,15-06-2024,PRESENT,
STU20240229,15-06-2024,PRESENT,
STU20240230,15-06-2024,PRESENT,
STU20240231,15-06-2024,PRESENT,
STU20240232,15-06-2024,ABSENT,
STU20240233,15-06-2024,PRESENT,
STU20240234,15-06-2024,PRESENT,
STU20240235,15-06-2024,PRESENT,
STU20240236,15-06-2024,PRESENT,
STU20240237,15-06-2024,PRESENT,
STU20240238,15-06-2024,PRESENT,
STU20240239,15-06-2024,ABSENT,
STU20240240,15-06-2024,PRESENT,
STU20240241,15-06-2024,PRESENT,
STU20240242,15-06-2024,PRESENT,
STU20240243,15-06-2024,PRESENT,
STU20240244,15-06-2024,PRESENT,
STU20240245,15-06-2024,PRESENT,
STU20240246,15-06-2024,ABSENT,
STU20240247,15-06-2024,PRESENT,
STU20240248,15-06-2024,PRESENT,
STU20240249,15-06-2024,PRESENT,
STU20240250,15-06-2024,PRESENT,
STU20240251,15-06-2024,PRESENT,
STU20240252,15-06-2024,PRESENT,
STU20240253,15-06-2024,ABSENT,
STU20240254,15-06-2024,PRESENT,
STU20240255,15-06-2024,PRESENT,
STU20240256,15-06-2024,PRESENT,
STU20240257,15-06-2024,PRESENT,
STU20240258,15-06-2024,PRESENT,
STU20240259,15-06-2024,PRESENT,
STU20240260,15-06-2024,ABSENT,
STU20240261,15-06-2024,PRESENT,
STU20240262,15-06-2024,PRESENT,
STU20240263,15-06-2024,PRESENT,
STU20240264,15-06-2024,PRESENT,
STU20240265,15-06-2024,PRESENT,
STU20240266,15-06-2024,PRESENT,
STU20240267,15-06-2024,ABSENT,
STU20240268,15-06-2024,PRESENT,
STU20240269,15-06-2024,PRESENT,
STU20240270,15-06-2024,PRESENT,
STU20240271,15-06-2024,PRESENT,
STU20240272,15-06-2024,PRESENT,
STU20240273,15-06-2024,PRESENT,
STU20240274,15-06-2024,ABSENT,
STU20240275,15-06-2024,PRESENT,
STU20240276,15-06-2024,PRESENT,
STU20240277,15-06-2024,PRESENT,
STU20240278,15-06-2024,PRESENT,
STU20240279,15-06-2024,PRESENT,
STU20240280,15-06-2024,PRESENT,
STU20240281,15-06-2024,ABSENT,
STU20240282,15-06-2024,PRESENT,
STU20240283,15-06-2024,PRESENT,
STU20240284,15-06-2024,PRESENT,
STU20240285,15-06-2024,PRESENT,
STU20240286,15-06-2024,PRESENT,
STU20240287,15-06-2024,PRESENT,
STU20240288,15-06-2024,ABSENT,
STU20240289,15-06-2024,PRESENT,
STU20240290,15-06-2024,PRESENT,
STU20240291,15-06-2024,PRESENT,
STU20240292,15-06-2024,PRESENT,
STU20240293,15-06-2024,PRESENT,
STU20240294,15-06-2024,PRESENT,
STU20240295,15-06-2024,ABSENT,
STU20240296,15-06-2024,PRESENT,
STU20240297,15-06-2024,PRESENT,
STU20240298,15-06-2024,PRESENT,
STU20240299,15-06-2024,PRESENT,
STU20240300,15-06-2024,PRESENT,
STU20240301,15-06-2024,PRESENT,
STU20240302,15-06-2024,ABSENT,
STU20240303,15-06-2024,PRESENT,
STU20240304,15-06-2024,PRESENT,
STU20240305,15-06-2024,PRESENT,
STU20240306,15-06-2024,PRESENT,
STU20240307,15-06-2024,PRESENT,
STU20240308,15-06-2024,PRESENT,
STU20240309,15-06-2024,ABSENT,
STU20240310,15-06-2024,PRESENT,
STU20240311,15-06-2024,PRESENT,
STU20240312,15-06-2024,PRESENT,
STU20240313,15-06-2024,PRESENT,
STU20240314,15-06-2024,PRESENT,
STU20240315,15-06-2024,PRESENT,
STU20240316,15-06-2024,ABSENT,
STU20240317,15-06-2024,PRESENT,
STU20240318,15-06-2024,PRESENT,
STU20240319,15-06-2024,PRESENT,
STU20240320,15-06-2024,PRESENT,
STU20240321,15-06-2024,PRESENT,
STU20240322,15-06-2024,PRESENT,
STU20240323,15-06-2024,ABSENT,
STU20240324,15-06-2024,PRESENT,
STU20240325,15-06-2024,PRESENT,
STU20240326,15-06-2024,PRESENT,
STU20240327,15-06-2024,PRESENT,
STU20240328,15-06-2024,PRESENT,
STU20240329,15-06-2024,PRESENT,
STU20240330,15-06-2024,ABSENT,
STU20240331,15-06-2024,PRESENT,
STU20240332,15-06-2024,PRESENT,
STU20240333,15-06-2024,PRESENT,
STU20240334,15-06-2024,PRESENT,
STU20240335,15-06-2024,PRESENT,
STU20240336,15-06-2024,PRESENT,
STU20240337,15-06-2024,ABSENT,
STU20240338,15-06-2024,PRESENT,
STU20240339,15-06-2024,PRESENT,
STU20240340,15-06-2024,PRESENT,
STU20240341,15-06-2024,PRESENT,
STU20240342,15-06-2024,PRESENT,
STU20240343,15-06-2024,PRESENT,
STU20240344,15-06-2024,ABSENT,
STU20240345,15-06-2024,PRESENT,
STU20240346,15-06-2024,PRESENT,
STU20240347,15-06-2024,PRESENT,
STU20240348,15-06-2024,PRESENT,
STU20240349,15-06-2024,PRESENT,
STU20240350,15-06-2024,PRESENT,
STU20240351,15-06-2024,ABSENT,
STU20240352,15-06-2024,PRESENT,
STU20240353,15-06-2024,PRESENT,
STU20240354,15-06-2024,PRESENT,
STU20240355,15-06-2024,PRESENT,
STU20240356,15-06-2024,PRESENT,
STU20240357,15-06-2024,PRESENT,
STU20240358,15-06-2024,ABSENT,
STU20240359,15-06-2024,PRESENT,
STU20240360,15-06-2024,PRESENT,
STU20240361,15-06-2024,PRESENT,
STU20240362,15-06-2024,PRESENT,
STU20240363,15-06-2024,PRESENT,
STU20240364,15-06-2024,PRESENT,
STU20240365,15-06-2024,ABSENT,
STU20240366,15-06-2024,PRESENT,
STU20240367,15-06-2024,PRESENT,
STU20240368,15-06-2024,PRESENT,
STU20240369,15-06-2024,PRESENT,
STU20240370,15-06-2024,PRESENT,
STU20240371,15-06-2024,PRESENT,
STU20240372,15-06-2024,ABSENT,
STU20240373,15-06-2024,PRESENT,
STU20240374,15-06-2024,PRESENT,
STU20240375,15-06-2024,PRESENT,
STU20240376,15-06-2024,PRESENT,
STU20240377,15-06-2024,PRESENT,
STU20240378,15-06-2024,PRESENT,
STU20240379,15-06-2024,ABSENT,
STU20240380,15-06-2024,PRESENT,
STU20240381,15-06-2024,PRESENT,
STU20240382,15-06-2024,PRESENT,
STU20240383,15-06-2024,PRESENT,
STU20240384,15-06-2024,PRESENT,
STU20240385,15-06-2024,PRESENT,
STU20240386,15-06-2024,ABSENT,
STU20240387,15-06-2024,PRESENT,
STU20240388,15-06-2024,PRESENT,
STU20240389,15-06-2024,PRESENT,
STU20240390,15-06-2024,PRESENT,
STU20240391,15-06-2024,PRESENT,
STU20240392,15-06-2024,PRESENT,
STU20240393,15-06-2024,ABSENT,
STU20240394,15-06-2024,PRESENT,
STU20240395,15-06-2024,PRESENT,
STU20240396,15-06-2024,PRESENT,
STU20240397,15-06-2024,PRESENT,
STU20240398,15-06-2024,PRESENT,
STU20240399,15-06-2024,PRESENT,
STU20240400,15-06-2024,ABSENT,
STU20240401,15-06-2024,PRESENT,
STU20240402,15-06-2024,PRESENT,
STU20240403,15-06-2024,PRESENT,
STU20240404,15-06-2024,PRESENT,
STU20240405,15-06-2024,PRESENT,
STU20240406,15-06-2024,PRESENT,
STU20240407,15-06-2024,ABSENT,
STU20240408,15-06-2024,PRESENT,
STU20240409,15-06-2024,PRESENT,
STU20240410,15-06-2024,PRESENT,
STU20240411,15-06-2024,PRESENT,
STU20240412,15-06-2024,PRESENT,
STU20240413,15-06-2024,PRESENT,
STU20240414,15-06-2024,ABSENT,
STU20240415,15-06-2024,PRESENT,
STU20240416,15-06-2024,PRESENT,
STU20240417,15-06-2024,PRESENT,
STU20240418,15-06-2024,PRESENT,
STU20240419,15-06-2024,PRESENT,
STU20240420,15-06-2024,PRESENT,
STU20240421,15-06-2024,ABSENT,
STU20240422,15-06-2024,PRESENT,
STU20240423,15-06-2024,PRESENT,
STU20240424,15-06-2024,PRESENT,
STU20240425,15-06-2024,PRESENT,
STU20240426,15-06-2024,PRESENT,
STU20240427,15-06-2024,PRESENT,
STU20240428,15-06-2024,ABSENT,
STU20240429,15-06-2024,PRESENT,
STU20240430,15-06-2024,PRESENT,
STU20240431,15-06-2024,PRESENT,
STU20240432,15-06-2024,PRESENT,
STU20240433,15-06-2024,PRESENT,
STU20240434,15-06-2024,PRESENT,
STU20240435,15-06-2024,ABSENT,
STU20240436,15-06-2024,PRESENT,
STU20240437,15-06-2024,PRESENT,
STU20240438,15-06-2024,PRESENT,
STU20240439,15-06-2024,PRESENT,
STU20240440,15-06-2024,PRESENT,
STU20240441,15-06-2024,PRESENT,
STU20240442,15-06-2024,ABSENT,
STU20240443,15-06-2024,PRESENT,
STU20240444,15-06-2024,PRESENT,
STU20240445,15-06-2024,PRESENT,
STU20240446,15-06-2024,PRESENT,
STU20240447,15-06-2024,PRESENT,
STU20240448,15-06-2024,PRESENT,
STU20240449,15-06-2024,ABSENT,
STU20240450,15-06-2024,PRESENT,
STU20240451,15-06-2024,PRESENT,
STU20240452,15-06-2024,PRESENT,
STU20240453,15-06-2024,PRESENT,
STU20240454,15-06-2024,PRESENT,
STU20240455,15-06-2024,PRESENT,
STU20240456,15-06-2024,ABSENT,
STU20240457,15-06-2024,PRESENT,
STU20240458,15-06-2024,PRESENT,
STU20240459,15-06-2024,PRESENT,
STU20240460,15-06-2024,PRESENT,
STU20240461,15-06-2024,PRESENT,
STU20240462,15-06-2024,PRESENT,
STU20240463,15-06-2024,ABSENT,
STU20240464,15-06-2024,PRESENT,
STU20240465,15-06-2024,PRESENT,
STU20240466,15-06-2024,PRESENT,
STU20240467,15-06-2024,PRESENT,
STU20240468,15-06-2024,PRESENT,
STU20240469,15-06-2024,PRESENT,
STU20240470,15-06-2024,ABSENT,
STU20240471,15-06-2024,PRESENT,
STU20240472,15-06-2024,PRESENT,
STU20240473,15-06-2024,PRESENT,
STU20240474,15-06-2024,PRESENT,
STU20240475,15-06-2024,PRESENT,
STU20240476,15-06-2024,PRESENT,
STU20240477,15-06-2024,ABSENT,
STU20240478,15-06-2024,PRESENT,
STU20240479,15-06-2024,PRESENT,
STU20240480,15-06-2024,PRESENT,
STU20240481,15-06-2024,PRESENT,
STU20240482,15-06-2024,PRESENT,
STU20240483,15-06-2024,PRESENT,
STU20240484,15-06-2024,ABSENT,
STU20240485,15-06-2024,PRESENT,
STU20240486,15-06-2024,PRESENT,
STU20240487,15-06-2024,PRESENT,
STU20240488,15-06-2024,PRESENT,
STU20240489,15-06-2024,PRESENT,
STU20240490,15-06-2024,PRESENT,
STU20240491,15-06-2024,ABSENT,
STU20240492,15-06-2024,PRESENT,
STU20240493,15-06-2024,PRESENT,
STU20240494,15-06-2024,PRESENT,
STU20240495,15-06-2024,PRESENT,
STU20240496,15-06-2024,PRESENT,
STU20240497,15-06-2024,PRESENT,
STU20240498,15-06-2024,ABSENT,
STU20240499,15-06-2024,PRESENT,
STU20240500,15-06-2024,PRESENT,
